time,pres,P1,P2,P3,accmag,magx,magy,magz,absaccx,absaccy,absaccz
0.0,1000.0524291992188,1000.1217041015625,1000.0165405273438,1000.01904296875,-0.10610396768659314,-11.1875,33.5625,-31.875,0.24298141983462518,-0.2317895962163714,-0.11191607488113497
0.01,1000.0724283854166,1000.1516723632812,1000.0265502929688,1000.0390625,-0.08721743673776139,-10.75,33.5625,-32.25,0.22337645834447528,-0.23392023813819263,-0.09259885295852044
0.02,1000.0457763671875,1000.0717163085938,1000.0465698242188,1000.01904296875,0.027753651248671574,-10.75,33.5625,-32.25,0.05429783988916537,-0.2041336056418699,0.025485657469465295
0.03,1000.0124308268229,1000.0516967773438,999.986572265625,999.9990234375,0.2105239209430696,-10.75,33.5625,-32.25,0.05411926884044327,-0.1542051231175685,0.20919116171244312
0.04,1000.0591023763021,1000.0916748046875,1000.0465698242188,1000.0390625,0.24053734928481063,-10.75,33.5625,-32.25,0.14071064984609105,-0.12641862421204486,0.23875712980670905
0.051,1000.05908203125,1000.0916748046875,1000.0765380859375,1000.009033203125,0.191569973900366,-10.75,33.5625,-32.25,0.15406084138051668,-0.14579096437132866,0.1893205866541834
0.061,1000.0157470703125,1000.0416870117188,1000.0165405273438,999.989013671875,0.09448890235868923,-10.0625,33.5625,-33.0,0.003883132400186007,-0.26645186950849187,0.09090343046858607
0.071,1000.0257568359375,1000.0516967773438,1000.0265502929688,999.9990234375,0.039791949713290364,-10.0625,33.5625,-33.0,0.019383680006337833,-0.31700125094884046,0.03467043290343064
0.081,1000.0057576497396,1000.0817260742188,999.9965209960938,999.9390258789062,-0.00583255565606855,-10.0625,33.5625,-33.0,0.04148944006330524,-0.3161841600341193,-0.011020181669922025
0.091,999.9991048177084,1000.0617065429688,999.986572265625,999.9490356445312,0.03291631950331997,-10.0625,33.5625,-33.0,0.029675547237686395,-0.2733207471770711,0.02907601372219837
0.102,1000.0190836588541,1000.0516967773438,1000.0565185546875,999.9490356445312,0.08400832578649187,-10.0625,33.5625,-33.0,0.13584909377053123,-0.24461166472078588,0.08005110744816513
0.112,1000.0057576497396,1000.0617065429688,999.95654296875,999.9990234375,0.04992891460119964,-10.0625,33.1875,-32.25,0.19012094902116328,-0.19772645213961848,0.04611264524997161
0.122,1000.0190836588541,1000.0416870117188,1000.0165405273438,999.9990234375,-0.023918068204942244,-10.0625,33.1875,-32.25,0.18305030994175908,-0.14970572752789457,-0.026775564519574857
0.132,1000.0257771809896,1000.0617065429688,1000.0365600585938,999.9790649414062,-0.06832668949589404,-10.0625,33.1875,-32.25,0.0778354287081342,-0.18317717928060895,-0.07036003460001439
0.142,1000.0257568359375,1000.0617065429688,999.9965209960938,1000.01904296875,-0.11205169998012288,-10.0625,33.1875,-32.25,0.12600502106839873,-0.18594278160515643,-0.11465321680070595
0.153,1000.0057576497396,1000.0416870117188,1000.0065307617188,999.9690551757812,-0.06827543555312054,-10.0625,33.1875,-32.25,0.1222061706762716,-0.19941503377412118,-0.07108338747572596
0.163,1000.0024210611979,1000.0416870117188,999.9765625,999.989013671875,-0.01691062655700648,-10.75,34.375,-31.875,0.13281447857714657,-0.22411580365216022,-0.020376314838465248
0.173,999.9957682291666,1000.0316772460938,999.9765625,999.9790649414062,0.09447360294608131,-10.75,34.375,-31.875,-0.0522196284803389,-0.18829987104238421,0.09254581511353166
0.183,1000.0057576497396,1000.0316772460938,1000.0165405273438,999.9690551757812,0.03537469728188114,-10.75,34.375,-31.875,-0.024069047520633546,-0.15794824119829465,0.03407821809295086
0.193,1000.0224202473959,1000.0316772460938,1000.0365600585938,999.9990234375,-0.06934797518002433,-10.75,34.375,-31.875,0.018435370277442686,-0.14009506825081175,-0.07037293436735226
0.204,1000.00244140625,1000.0516967773438,999.986572265625,999.9690551757812,-0.16534333355153308,-10.75,34.375,-31.875,0.07225917777465707,-0.19040789823811322,-0.16749380828901295
0.214,999.9957478841146,1000.0216674804688,999.9765625,999.989013671875,-0.22652462559797293,-10.75,33.1875,-32.25,0.07895029551338606,-0.24314829063290166,-0.22993496831202442
0.224,999.9790852864584,1000.0216674804688,999.986572265625,999.9290161132812,-0.2344843180108942,-10.75,33.1875,-32.25,0.06601162136101024,-0.3088300018009782,-0.2396934703295841
0.234,999.9957682291666,1000.0416870117188,999.986572265625,999.9590454101562,-0.26857446688816466,-10.75,33.1875,-32.25,0.10273676258220643,-0.29747746416858156,-0.27376628223466604
0.244,1000.0024210611979,1000.0216674804688,1000.0265502929688,999.9590454101562,-0.33090181897879845,-10.75,33.1875,-32.25,0.20273631096157807,-0.2679501172003369,-0.3368588605283893
0.255,999.9924112955729,1000.0216674804688,1000.0165405273438,999.9390258789062,-0.35739189397425974,-10.75,33.1875,-32.25,0.21438534184821556,-0.2460517963991875,-0.36302707504711407
0.265,999.9990844726562,1000.0316772460938,999.9965209960938,999.9690551757812,-0.37132439381097093,-11.1875,33.5625,-31.875,0.23673664872559197,-0.24408735778734925,-0.37745133488374805
0.275,999.9724324544271,1000.001708984375,999.9965209960938,999.9190673828125,-0.35085115832265856,-11.1875,33.5625,-31.875,0.2787276618714065,-0.21252829800900774,-0.3573474927902449
0.286,1000.0124308268229,1000.0416870117188,1000.0265502929688,999.9690551757812,-0.379952092054749,-11.1875,33.5625,-31.875,0.36048877899319454,-0.12682415507039413,-0.3876984223570261
0.296,999.992431640625,1000.01171875,999.9965209960938,999.9690551757812,-0.33414633219718404,-11.1875,33.5625,-31.875,0.34889327492551026,-0.1405151614333886,-0.34161409184589786
0.306,1000.0124104817709,1000.0216674804688,1000.0265502929688,999.989013671875,-0.22391615343699378,-11.1875,33.5625,-31.875,0.2825430887097884,-0.09349122793499132,-0.22853704768119876
0.317,1000.0024210611979,1000.0416870117188,999.9965209960938,999.9690551757812,0.0005300265119476677,-10.75,34.0,-31.5,0.12612043151849406,-0.08045794049928934,-0.0006106429779872968
0.327,999.9957682291666,1000.0416870117188,999.986572265625,999.9590454101562,0.1714778004008526,-10.75,34.0,-31.5,0.14309988753615155,-0.10755274437156448,0.16987243952848807
0.337,999.992431640625,1000.0416870117188,999.9765625,999.9590454101562,0.19050477577325609,-10.75,34.0,-31.5,0.17407708793638577,-0.11902607792136033,0.18828113880050523
0.348,1000.0057576497396,1000.0316772460938,999.95654296875,1000.029052734375,0.2367159374216925,-10.75,34.0,-31.5,0.07103716617805667,-0.06505424194447418,0.23625416729387005
0.358,999.992431640625,1000.01171875,1000.0165405273438,999.9490356445312,0.13634590120910062,-10.75,34.0,-31.5,0.007938190798481237,-0.09061969843038686,0.13592991338076388
0.368,999.9990844726562,1000.0216674804688,999.9965209960938,999.9790649414062,0.07627337343137519,-11.1875,34.375,-31.875,0.14908631638707437,-0.13801659174793413,0.07418564702659758
0.379,999.9891153971354,1000.01171875,999.9765625,999.9790649414062,0.10296624296258017,-11.1875,34.375,-31.875,0.3694308312613961,-0.22061538588166085,0.09362304646847264
0.389,1000.0057576497396,1000.0516967773438,1000.0065307617188,999.9590454101562,-0.04327584634889092,-11.1875,34.375,-31.875,0.4849411091860185,0.038854188913488574,-0.0553998971696803
0.399,999.972412109375,1000.0216674804688,999.946533203125,999.9490356445312,0.02150050972874773,-11.1875,34.375,-31.875,0.26372114901996824,0.05054907822568344,0.017832834305167466
0.41,1000.0224202473959,1000.0416870117188,1000.0265502929688,999.9990234375,0.3066596661333474,-11.1875,34.375,-31.875,0.0590892166943453,0.04459990053834284,0.30638878818482773
0.42,1000.0124308268229,1000.0416870117188,1000.0465698242188,999.9490356445312,0.7679061700406695,-11.1875,35.0625,-30.75,0.07226014176040252,-0.018591326735768243,0.7676430161292291
0.43,999.9857381184896,1000.0316772460938,999.9965209960938,999.9290161132812,1.0666263725203873,-11.1875,35.0625,-30.75,0.12537367633728191,-0.22315441944890813,1.0636141550897467
0.441,999.992431640625,1000.0216674804688,999.986572265625,999.9690551757812,1.2958316856866432,-11.1875,35.0625,-30.75,-0.04346417587584028,-0.7551267131594064,1.2700447626934217
0.451,999.9790852864584,1000.0216674804688,999.986572265625,999.9290161132812,1.1996955586091804,-11.1875,35.0625,-30.75,-0.2869843049402636,-0.9388347181993377,1.155839031915443
0.461,1000.0024210611979,1000.0316772460938,999.9965209960938,999.9790649414062,0.9398649770729275,-10.75,35.0625,-31.5,-0.8249490204637953,-0.9730156458020411,0.86390728327539
0.472,1000.0157674153646,1000.0717163085938,1000.0365600585938,999.9390258789062,1.318220899649143,-10.75,35.0625,-31.5,-1.2306879962583155,-1.440956866350287,1.155689707290266
0.482,999.9690958658854,1000.01171875,999.966552734375,999.9290161132812,1.7260390468583413,-10.75,35.0625,-31.5,-1.6046691344734088,-1.5186735346703586,1.5124937427494523
0.492,999.9857584635416,1000.0316772460938,999.986572265625,999.9390258789062,1.5485649866581817,-10.75,35.0625,-31.5,-0.9620417563997377,-0.39515858909984947,1.5008498312258194
0.502,999.9790852864584,1000.0316772460938,999.9765625,999.9290161132812,0.9871984615205793,-10.75,35.0625,-31.5,-1.1573362026013294,-0.9932472273565025,0.8789441703546803
0.512,999.9490966796875,1000.001708984375,999.946533203125,999.8990478515625,1.0909127762981665,-10.0625,35.0625,-31.5,-1.0469624815616703,-1.8502451880989006,0.8816023898468881
0.523,999.9991048177084,1000.0316772460938,999.986572265625,999.9790649414062,1.7341630681377733,-10.0625,35.0625,-31.5,-0.09615958387437562,-1.6773369335181738,1.6112519055329955
0.533,999.9990844726562,1000.0416870117188,999.966552734375,999.989013671875,0.8967081460905426,-10.0625,35.0625,-31.5,-0.0912685347303599,-0.8278531497194208,0.8642647776148689
0.543,999.982421875,1000.0416870117188,999.946533203125,999.9590454101562,0.4483965109256882,-10.0625,35.0625,-31.5,-0.7228430491730169,-0.5040550576333295,0.41047579129801726
0.553,999.9890747070312,1000.0216674804688,999.9965209960938,999.9490356445312,0.21633530566559322,-10.0625,35.0625,-31.5,-0.7650907492322672,-0.7511100893412277,0.1588449401505585
0.563,999.982421875,1000.0216674804688,999.986572265625,999.9390258789062,0.5202420531705965,-6.75,35.0625,-32.6875,-1.6260365052977361,-2.151834602069227,0.1619363217918206
0.574,999.9990844726562,1000.0516967773438,1000.0165405273438,999.9290161132812,0.5593780266678792,-6.75,35.0625,-32.6875,-1.669495030509549,-1.9985144817691705,0.2270676429525711
0.584,999.982421875,1000.0216674804688,999.986572265625,999.9390258789062,0.8840033089864736,-6.75,35.0625,-32.6875,-1.814219671887841,-1.6544971235841193,0.5983117277875909
0.594,999.9757690429688,1000.0516967773438,999.95654296875,999.9190673828125,1.002515438245224,-6.75,35.0625,-32.6875,-1.6983301553926609,-1.6211753251824588,0.7445229807222837
0.604,999.972412109375,999.99169921875,999.9965209960938,999.9290161132812,0.3145294884936103,-6.75,35.0625,-32.6875,-1.8222703042015278,-1.8485851070521089,-0.02387914422741666
0.614,999.9790852864584,1000.0216674804688,999.95654296875,999.9590454101562,0.4520656908949743,0.5625,37.25,-35.1875,-1.6614438159237546,-1.538185065694213,0.19917496072717178
0.625,999.9791056315104,999.99169921875,999.9765625,999.9690551757812,0.6683494787269844,0.5625,37.25,-35.1875,-1.5285831867310284,-1.1936414252010885,0.487303597914611
0.635,999.9657592773438,1000.0416870117188,999.986572265625,999.8690185546875,0.33806917101307477,0.5625,37.25,-35.1875,-1.3178799759490631,-0.87073364974444,0.2143864241090192
0.645,999.9757690429688,1000.001708984375,999.9765625,999.9490356445312,0.6102785637389232,0.5625,37.25,-35.1875,-1.1907207862243876,-0.5483110077523374,0.5274921714092589
0.655,999.9590861002604,999.9216918945312,999.966552734375,999.989013671875,0.5907018732953109,0.5625,37.25,-35.1875,-1.1988016172098388,-0.6213431372560789,0.5026818454526403
0.666,999.9690958658854,999.9716796875,1000.0265502929688,999.9090576171875,0.323676236228744,7.5,38.5,-33.6875,-1.4260280844794966,-1.288268922094975,0.13978397490855876
0.676,999.9724324544271,1000.01171875,999.9765625,999.9290161132812,0.7927967844924773,7.5,38.5,-33.6875,-1.6006717943577917,-1.6884047289703106,0.5343916655926222
0.686,999.9724324544271,1000.01171875,999.9765625,999.9290161132812,1.1219437559344083,7.5,38.5,-33.6875,-1.7377225770085518,-1.245209329290021,0.9108753492668296
0.696,1000.0124104817709,1000.0316772460938,999.9965209960938,1000.009033203125,1.4473397172923903,7.5,38.5,-33.6875,-2.6181623002773806,-0.5600537635910943,1.124315866199515
0.707,1000.0157674153646,1000.0316772460938,1000.0465698242188,999.9690551757812,1.2550345436587893,7.5,38.5,-33.6875,-2.4678076443495542,-0.07712742240581516,0.9760542481282393
0.717,1000.0057576497396,1000.01171875,1000.0065307617188,999.9990234375,-0.01074484602019865,11.0,39.6875,-30.6875,-1.4493595970334103,2.0136439058405777,-0.3300212789396024
0.727,999.9791056315104,999.99169921875,999.9765625,999.9690551757812,0.3111117651593194,11.0,39.6875,-30.6875,-0.5085602694552596,1.6470746367244944,0.16323492936152917
0.738,999.9790852864584,999.99169921875,999.9965209960938,999.9490356445312,-0.5307006550947317,11.0,39.6875,-30.6875,0.024871007627385033,1.0841430761659998,-0.5942845337032967
0.748,999.9590657552084,1000.0216674804688,999.926513671875,999.9290161132812,-0.42112382342028276,11.0,39.6875,-30.6875,0.4665095136383055,0.21332988720459722,-0.43514772958760695
