time,pres,P1,P2,P3,accmag,magx,magy,magz,absaccx,absaccy,absaccz
0.0,1000.0100504557291,1000.0686645507812,999.8626098632812,1000.098876953125,-0.05952307947118918,19.0,38.0,-25.0,-0.01798216448749912,0.15781206108687584,-0.060816845863401525
0.01,999.9700520833334,1000.0386352539062,999.7726440429688,1000.098876953125,-0.08725343343491332,19.0,38.0,-25.0,0.04584227961860954,0.07492161704155564,-0.08765017938809017
0.02,999.9933878580729,1000.0386352539062,999.8326416015625,1000.10888671875,-0.13298622337786448,19.0,38.0,-25.0,-0.025866602824083706,0.0443951590658902,-0.13312263063934004
0.031,999.9700520833334,1000.0386352539062,999.7826538085938,1000.0888671875,-0.11699229346372775,19.0,38.0,-25.0,0.0009218644304400669,0.05991854393903373,-0.11717753607186943
0.041,999.9800415039062,1000.0586547851562,999.8026123046875,1000.078857421875,-0.08612213287491954,19.0,38.0,-25.0,-0.022008961655577863,0.043128057975031275,-0.08624268345886854
0.051,999.9467163085938,999.9686279296875,999.8126220703125,1000.0588989257812,-0.058646386350691415,19.0,37.5625,-24.6875,-0.01680905868886473,0.03239660640606368,-0.05871468913606215
0.062,999.9567057291666,1000.0386352539062,999.8026123046875,1000.0288696289062,-0.06794695827393937,19.0,37.5625,-24.6875,-0.03255387657175923,0.019532173124447993,-0.06802092965001272
0.072,999.9600423177084,1000.0186157226562,999.8026123046875,1000.0588989257812,-0.11275321301709873,19.0,37.5625,-24.6875,-0.06607740946148599,0.03757180899324286,-0.11305113023802527
0.082,999.9600423177084,1000.0586547851562,999.7926025390625,1000.0288696289062,-0.08997438891374188,19.0,37.5625,-24.6875,-0.03804412648536282,0.00018149325650407278,-0.09004884314365746
0.093,999.9400431315104,1000.0186157226562,999.7526245117188,1000.0488891601562,-0.07225911408277064,18.1875,38.375,-24.6875,0.004496795069718118,-0.007289568660664658,-0.07226288081841226
0.103,999.9367268880209,999.9986572265625,999.7726440429688,1000.0388793945312,-0.07805263564565301,18.1875,38.375,-24.6875,-0.03408784105225848,-0.02386126811081213,-0.07814158746953126
0.113,999.9500528971354,1000.0186157226562,999.7726440429688,1000.0588989257812,-0.0660685967673853,18.1875,38.375,-24.6875,-0.11128262442389047,-0.004018576445907307,-0.06670490955716879
0.123,999.9333699544271,999.9686279296875,999.8026123046875,1000.0288696289062,-0.008949226717968273,18.1875,38.375,-24.6875,-0.08559641869961432,0.043131416487229624,-0.00941791552818394
0.134,999.9667358398438,1000.0686645507812,999.7626342773438,1000.0689086914062,0.0017581462164883987,18.1875,38.375,-24.6875,-0.1051093590171659,-0.013771132227029304,0.0011854685562742162
0.144,999.9400634765625,999.9986572265625,999.7726440429688,1000.0488891601562,0.014632190371630216,19.0,37.5625,-25.75,-0.12138024972473893,-0.00636114868313209,0.013880294814805794
0.154,999.9400634765625,999.9986572265625,999.7526245117188,1000.0689086914062,-0.001896253076607124,19.0,37.5625,-25.75,-0.043401352097363066,0.03725566755358911,-0.0020630381163275757
0.164,999.9467163085938,1000.0586547851562,999.7626342773438,1000.0188598632812,-0.03447941065336835,19.0,37.5625,-25.75,-0.06251422178185617,0.018479537387157574,-0.034696768308775106
0.174,999.9500528971354,1000.0386352539062,999.7626342773438,1000.0488891601562,-0.05641121570885588,19.0,37.5625,-25.75,-0.04484475905460883,0.04493571547871489,-0.05661782241105051
0.184,999.9233601888021,1000.0186157226562,999.7326049804688,1000.0188598632812,-0.042405461226234564,19.0,37.5625,-25.75,0.0063119995251517125,0.09596440390549499,-0.04287892643240632
0.195,999.9533894856771,1000.0586547851562,999.7326049804688,1000.0689086914062,-0.04226740924367256,19.25,38.0,-24.6875,-0.06101812089463099,0.08443997284491833,-0.04282299513151244
0.205,999.9533894856771,1000.0386352539062,999.7826538085938,1000.0388793945312,-0.02181326768028491,19.25,38.0,-24.6875,-0.09011469074829659,0.07692400526791965,-0.022530380804004935
0.215,999.9400634765625,999.9986572265625,999.7826538085938,1000.0388793945312,0.009602881936421781,19.25,38.0,-24.6875,-0.0997105027882137,0.008055713369744755,0.009093322708055851
