Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
113.64,0.78797,0.13099,0.63863,1.0227,-0.4,0.1,0.1,-413.1,-268.5,-81.3,1000.4,20.28,3.85
113.65,0.79103,0.088175,0.63456,1.0179,-0.9,2,2.3,-417.9,-275.7,-81.3,1000.3,20.28,3.85
113.66,0.79766,0.085117,0.65036,1.0327,-0.3,0.9,1,-413.1,-263.7,-73.5,1000.3,20.28,3.85
113.67,0.763,0.10856,0.6631,1.0167,1.3,-0.4,-1.4,-403.5,-275.7,-83.7,1000.3,20.28,3.85
113.68,0.74873,0.1524,0.67533,1.0197,0.8,-0.4,-1.8,-405.9,-263.7,-87.3,1000.2,20.28,3.85
113.69,0.74669,0.15596,0.66769,1.0137,1.8,0.3,-1.5,-422.7,-275.7,-76.5,1000.3,20.28,3.85
113.7,0.78389,0.1422,0.6524,1.0297,-1.4,-0.5,-0.6,-389.1,-273.3,-87.9,1000.3,20.28,3.85
113.71,0.79409,0.095311,0.63965,1.0241,-2.5,-1.2,0.3,-408.3,-273.3,-81.9,1000.4,20.28,3.85
113.72,0.79358,0.08002,0.64781,1.0275,-2.3,-0.1,0.6,-403.5,-261.3,-78.3,1000.3,20.28,3.85
113.73,0.76402,0.10092,0.66922,1.0207,2.3,1.7,-0.1,-398.7,-275.7,-84.3,1000.3,20.28,3.85
113.74,0.7579,0.1473,0.68603,1.0328,1.6,1,-1.2,-398.7,-282.9,-87.3,1000.3,20.28,3.85
113.75,0.75484,0.15749,0.66361,1.0173,0,-1.2,-1.7,-413.1,-266.1,-81.9,1000.4,20.28,3.85
113.76,0.78491,0.13456,0.64118,1.0224,-0.4,-1.3,-1,-401.1,-280.5,-84.9,1000.3,20.28,3.85
113.77,0.79562,0.092253,0.63812,1.0241,-0.1,0.3,1,-389.1,-258.9,-79.5,1000.3,20.28,3.85
113.78,0.78389,0.086646,0.66055,1.0287,-0.6,1.8,2,-403.5,-258.9,-85.5,1000.3,20.28,3.85
113.79,0.74975,0.11621,0.67635,1.0164,0.9,2.1,0.4,-389.1,-263.7,-78.3,1000.3,20.28,3.85
113.8,0.75382,0.15698,0.67992,1.0272,1.4,0.4,-2.2,-417.9,-263.7,-78.3,1000.3,20.28,3.85
113.81,0.7737,0.15087,0.6524,1.0232,-1.6,-2.8,-2.3,-403.5,-270.9,-80.7,1000.3,20.28,3.85
113.82,0.78491,0.10703,0.62538,1.0093,-1.3,-2.7,-0.6,-396.3,-270.9,-79.5,1000.3,20.28,3.85
113.83,0.78644,0.092253,0.63048,1.0122,0.6,1,1.1,-408.3,-278.1,-78.3,1000.3,20.28,3.85
113.84,0.77217,0.10041,0.67227,1.0287,2.8,4.2,1.1,-398.7,-268.5,-81.9,1000.3,20.28,3.85
113.85,0.75586,0.14169,0.6947,1.0363,0.2,1.9,-0.1,-408.3,-270.9,-91.5,1000.3,20.28,3.85
113.86,0.7579,0.14934,0.66718,1.0207,-2.9,-2.6,-1.3,-398.7,-278.1,-82.5,1000.3,20.28,3.85
113.87,0.77064,0.12895,0.62538,1.0008,-2.5,-4.2,-1,-413.1,-273.3,-75.9,1000.3,20.28,3.85
113.88,0.78644,0.10754,0.62691,1.0115,2.8,0.1,-0.8,-396.3,-282.9,-80.1,1000.3,20.28,3.85
113.89,0.77982,0.10601,0.66463,1.0301,4,4.4,0.6,-401.1,-256.5,-81.9,1000.3,20.28,3.85
113.9,0.77523,0.11519,0.69062,1.0446,-0.3,2.8,0.9,-384.3,-270.9,-78.9,1000.3,20.28,3.85
113.91,0.75943,0.12029,0.66922,1.0193,-4,-2.1,-1.1,-405.9,-270.9,-84.9,1000.3,20.28,3.85
113.92,0.76402,0.1264,0.64169,1.0057,-2.4,-3.3,-2.1,-389.1,-273.3,-80.7,1000.3,20.28,3.85
113.93,0.78338,0.12895,0.63965,1.0195,2.3,-0.4,-1.2,-405.9,-273.3,-88.5,1000.3,20.28,3.85
113.94,0.78542,0.12793,0.66004,1.0339,2.9,1.5,0.1,-391.5,-270.9,-84.9,1000.3,20.28,3.85
113.95,0.75994,0.12436,0.67023,1.0209,0.2,2.1,1.2,-405.9,-273.3,-77.7,1000.4,20.28,3.85
113.96,0.77421,0.10601,0.67125,1.0302,-1,0.7,0.8,-391.5,-268.5,-88.5,1000.4,20.28,3.85
113.97,0.77472,0.099898,0.65392,1.0187,-1.9,-0.9,-1.3,-413.1,-258.9,-84.9,1000.3,20.28,3.85
113.98,0.77268,0.11672,0.64577,1.0137,-0.7,-1,-1.5,-398.7,-273.3,-87.9,1000.3,20.28,3.85
113.99,0.77013,0.13812,0.65851,1.0227,1.6,0.1,-0.6,-396.3,-273.3,-84.9,1000.3,20.28,3.85
114,0.7686,0.1524,0.67125,1.0318,2.6,0.4,-0.9,-403.5,-266.1,-81.9,1000.3,20.29,3.85
114.01,0.75892,0.1264,0.65902,1.013,-0.7,0.4,0.3,-403.5,-285.3,-84.3,1000.4,20.29,3.85
114.02,0.77931,0.091743,0.64169,1.0137,-2.4,0,1.9,-408.3,-275.7,-80.7,1000.4,20.29,3.85
114.03,0.78491,0.084098,0.64526,1.0196,0,0.5,-0.7,-405.9,-275.7,-77.1,1000.4,20.29,3.85
114.04,0.77421,0.12793,0.67125,1.0326,0.9,0.9,-1.7,-396.3,-285.3,-82.5,1000.3,20.29,3.85
114.05,0.763,0.14628,0.67227,1.0274,0.6,-0.8,-1,-403.5,-270.9,-83.1,1000.5,20.29,3.85
114.06,0.7788,0.14322,0.64679,1.0224,-1.5,-3.1,-0.4,-408.3,-263.7,-81.3,1000.4,20.29,3.85
114.07,0.77166,0.10907,0.6315,1.0031,-1.4,-1.1,0,-403.5,-273.3,-86.7,1000.3,20.29,3.85
114.08,0.76096,0.092762,0.6631,1.0136,1.5,3.2,0.7,-396.3,-278.1,-80.1,1000.3,20.29,3.85
114.09,0.75688,0.1213,0.69929,1.0376,2,3.4,-0.4,-398.7,-266.1,-87.3,1000.3,20.29,3.85
114.1,0.77064,0.14985,0.68043,1.0389,0.3,-0.6,-1.4,-408.3,-266.1,-84.3,1000.4,20.29,3.85
114.11,0.78746,0.13558,0.6264,1.0153,-2.8,-3.2,-0.3,-417.9,-278.1,-81.9,1000.5,20.29,3.85
114.12,0.80479,0.10245,0.60398,1.0114,-0.5,-2.1,0.3,-403.5,-280.5,-86.7,1000.5,20.29,3.85
114.13,0.77574,0.085627,0.64628,1.0133,2.3,2.7,0,-415.5,-278.1,-85.5,1000.3,20.29,3.85
114.14,0.74618,0.11366,0.70336,1.0317,1.6,4.6,0.8,-413.1,-273.3,-83.1,1000.3,20.29,3.85
114.15,0.74924,0.1524,0.69827,1.0354,2,0.4,-0.7,-405.9,-273.3,-84.3,1000.4,20.29,3.85
114.16,0.77268,0.16004,0.64883,1.0216,0,-3.1,-2.2,-422.7,-268.5,-75.9,1000.4,20.29,3.85
114.17,0.7946,0.12997,0.61825,1.0151,-5.1,-2.6,-0.1,-405.9,-273.3,-86.7,1000.4,20.29,3.85
114.18,0.78848,0.086646,0.62946,1.0126,-2.3,-0.2,0.9,-417.9,-270.9,-85.5,1000.4,20.29,3.85
114.19,0.77115,0.087666,0.66871,1.0245,2.2,2.1,-0.7,-396.3,-266.1,-87.9,1000.3,20.29,3.85
114.2,0.74771,0.1264,0.6998,1.0319,3.7,3.1,-1.4,-403.5,-270.9,-80.1,1000.3,20.29,3.85
114.21,0.76962,0.15596,0.68145,1.0397,1.2,-0.4,-0.5,-391.5,-268.5,-80.1,1000.3,20.29,3.85
114.22,0.77574,0.13761,0.63099,1.0094,-3.6,-3.5,0.1,-408.3,-273.3,-84.3,1000.4,20.29,3.85
114.23,0.78542,0.10398,0.6157,1.0034,-5.3,-1.2,0.9,-393.9,-270.9,-87.9,1000.3,20.29,3.85
114.24,0.79154,0.084098,0.64934,1.0273,1.7,2.6,0.6,-398.7,-268.5,-84.9,1000.4,20.29,3.85
114.25,0.77268,0.10754,0.69419,1.0443,3.6,2.6,-1.5,-393.9,-275.7,-84.9,1000.3,20.29,3.85
114.26,0.75178,0.14067,0.69827,1.0356,0.4,-0.9,-1.9,-401.1,-275.7,-80.1,1000.4,20.29,3.85
114.27,0.75994,0.15138,0.65698,1.0159,-0.6,-3.2,-0.9,-410.7,-273.3,-88.5,1000.4,20.29,3.85
114.28,0.76198,0.14016,0.62436,0.99503,-1,-0.7,-0.4,-405.9,-261.3,-82.5,1000.4,20.29,3.85
114.29,0.78542,0.11111,0.63405,1.0155,1,3.7,1.5,-408.3,-268.5,-83.1,1000.3,20.29,3.85
114.3,0.8053,0.095311,0.66361,1.0478,0.4,3.9,2.1,-413.1,-273.3,-87.9,1000.3,20.29,3.85
114.31,0.78389,0.09735,0.67482,1.0389,-0.1,-1,-1.2,-401.1,-263.7,-86.1,1000.4,20.29,3.85
114.32,0.75025,0.12334,0.66718,1.0115,-1.1,-4,-2.6,-405.9,-273.3,-83.7,1000.3,20.29,3.85
114.33,0.74873,0.14526,0.65698,1.0066,0.5,-1.8,-1.7,-410.7,-266.1,-84.3,1000.3,20.29,3.85
114.34,0.75943,0.15749,0.65341,1.0141,1.2,1,-0.2,-408.3,-275.7,-81.3,1000.3,20.29,3.85
114.35,0.77523,0.1315,0.64577,1.0175,0.1,2.6,1.7,-427.5,-256.5,-86.1,1000.4,20.29,3.85
114.36,0.79715,0.093782,0.65087,1.0334,-1.2,1.9,1.5,-415.5,-280.5,-78.9,1000.4,20.29,3.85
114.37,0.79664,0.074924,0.66412,1.0399,-0.6,-1,-1.1,-398.7,-263.7,-87.9,1000.3,20.29,3.85
114.38,0.76096,0.1106,0.67125,1.0207,-1.4,-1.8,-2.3,-405.9,-270.9,-84.9,1000.3,20.29,3.85
114.39,0.74822,0.14526,0.66972,1.0146,2.3,-1.3,-1.4,-410.7,-266.1,-90.3,1000.4,20.29,3.85
114.4,0.75586,0.16055,0.65698,1.0143,1.5,0,-0.9,-417.9,-275.7,-85.5,1000.3,20.29,3.85
114.41,0.78033,0.13303,0.64322,1.02,-1.9,1.2,0.9,-398.7,-275.7,-77.1,1000.3,20.29,3.85
114.42,0.80887,0.088175,0.64271,1.0369,-2.1,1,1.9,-403.5,-268.5,-86.1,1000.4,20.29,3.85
114.43,0.7895,0.076962,0.6631,1.0339,-0.9,-0.3,-0.6,-408.3,-278.1,-83.7,1000.4,20.29,3.85
114.44,0.7895,0.076962,0.6631,1.0339,-0.9,-0.3,-0.6,-408.3,-278.1,-83.7,1000.3,20.29,3.85
114.45,0.74618,0.1106,0.67992,1.0155,2.1,0.2,-1.7,-408.3,-266.1,-87.9,1000.4,20.29,3.85
114.46,0.74924,0.15443,0.67023,1.0171,5.1,1,-0.2,-401.1,-268.5,-83.1,1000.2,20.29,3.85
114.47,0.76606,0.16616,0.65545,1.0218,0.6,-0.3,-0.6,-405.9,-275.7,-88.5,1000.3,20.29,3.85
114.48,0.77829,0.13303,0.63303,1.012,-4.7,-2,-0.9,-381.9,-278.1,-84.3,1000.3,20.29,3.85
114.49,0.79103,0.091743,0.6631,1.0363,1.1,2.1,0.9,-401.1,-270.9,-86.1,1000.2,20.29,3.85
114.5,0.79103,0.091743,0.6631,1.0363,1.1,2.1,0.9,-401.1,-270.9,-86.1,1000.2,20.29,3.85
114.51,0.75484,0.11927,0.67941,1.0225,1.7,0.5,0.1,-410.7,-275.7,-80.1,1000.4,20.29,3.85
114.52,0.74465,0.15189,0.6682,1.012,1.6,-0.9,-1.2,-401.1,-263.7,-89.1,1000.4,20.29,3.85
114.53,0.76504,0.15341,0.64934,1.0151,-0.1,-1.2,-2.1,-410.7,-268.5,-81.9,1000.4,20.29,3.85
114.54,0.79511,0.11978,0.64067,1.0281,-2.7,-1.2,-1.1,-405.9,-261.3,-92.7,1000.4,20.29,3.85
114.55,0.79817,0.085627,0.65138,1.0338,-2,0.3,1,-417.9,-268.5,-86.1,1000.4,20.29,3.85
114.56,0.76911,0.093782,0.66565,1.0215,0,1.5,1.4,-391.5,-282.9,-84.3,1000.4,20.29,3.85
114.57,0.74618,0.1264,0.67788,1.016,2.4,1,-0.3,-415.5,-268.5,-81.3,1000.4,20.29,3.85
114.58,0.7579,0.14985,0.67584,1.0265,0.6,-0.9,-2.4,-408.3,-266.1,-84.3,1000.3,20.29,3.85
114.59,0.77778,0.1422,0.65291,1.0254,-1.4,-2.6,-2.3,-408.3,-266.1,-80.7,1000.4,20.29,3.85
114.6,0.7895,0.11009,0.63761,1.0208,-0.2,-0.3,-0.1,-405.9,-268.5,-81.9,1000.4,20.29,3.85
114.61,0.78848,0.097859,0.65087,1.0271,1.9,3.3,2.1,-405.9,-285.3,-82.5,1000.3,20.29,3.85
114.62,0.77013,0.11162,0.66922,1.0264,0.5,2.9,2,-401.1,-266.1,-83.1,1000.3,20.29,3.85
114.63,0.75331,0.12691,0.66667,1.0139,-1.8,-1.4,0.3,-403.5,-270.9,-87.9,1000.3,20.29,3.85
114.64,0.75892,0.13456,0.658,1.0134,-0.3,-2.4,-3,-410.7,-273.3,-79.5,1000.4,20.29,3.85
114.65,0.77982,0.13609,0.65698,1.0287,2.9,-0.3,-2.9,-417.9,-270.9,-78.9,1000.4,20.29,3.85
114.66,0.79511,0.12436,0.658,1.0395,0.3,1.6,0.8,-410.7,-282.9,-84.9,1000.3,20.29,3.85
114.67,0.77319,0.10499,0.65189,1.0168,-2,0.5,1.9,-410.7,-270.9,-82.5,1000.3,20.29,3.85
114.68,0.763,0.10296,0.65189,1.0088,-1.6,-0.6,-0.6,-422.7,-282.9,-80.1,1000.3,20.29,3.85
114.69,0.76453,0.11672,0.66718,1.0214,0.8,-0.8,-1.9,-403.5,-270.9,-88.5,1000.4,20.29,3.85
114.7,0.77268,0.13812,0.66972,1.0318,1.4,-0.1,-1.6,-398.7,-282.9,-84.3,1000.4,20.29,3.85
114.71,0.77115,0.14526,0.66004,1.0254,0,0.1,0,-401.1,-278.1,-80.7,1000.2,20.29,3.85
114.72,0.7686,0.1208,0.6473,1.0121,0,0.9,1.1,-415.5,-270.9,-86.7,1000.4,20.29,3.85
114.73,0.77931,0.10398,0.6524,1.0216,0.3,0.9,0.2,-396.3,-278.1,-85.5,1000.3,20.29,3.85
114.74,0.77982,0.10296,0.66718,1.0314,0.1,0.7,-0.7,-408.3,-266.1,-84.3,1000.4,20.29,3.85
114.75,0.77319,0.11672,0.66871,1.0289,0,-0.1,-0.1,-415.5,-280.5,-81.9,1000.3,20.29,3.85
114.76,0.76045,0.13405,0.65443,1.0122,0.2,-0.8,-0.4,-389.1,-266.1,-89.7,1000.3,20.29,3.85
114.77,0.76606,0.14067,0.64883,1.0137,-0.1,-0.1,-1,-405.9,-270.9,-87.3,1000.3,20.29,3.85
114.78,0.78389,0.1213,0.64628,1.0232,-0.5,-0.1,-0.7,-393.9,-278.1,-79.5,1000.4,20.29,3.85
114.79,0.79256,0.097859,0.66004,1.036,0,-0.4,-0.8,-398.7,-266.1,-83.7,1000.3,20.29,3.85
114.8,0.76809,0.10652,0.67737,1.0296,0.4,0,-0.8,-403.5,-282.9,-87.3,1000.3,20.29,3.85
114.81,0.74618,0.13761,0.67941,1.0185,0.5,0.9,0.5,-405.9,-280.5,-84.3,1000.3,20.29,3.85
114.82,0.75127,0.15698,0.65698,1.0103,0,0.5,1,-417.9,-273.3,-80.1,1000.3,20.29,3.85
114.83,0.77982,0.13609,0.62946,1.0114,-1,-0.1,-0.2,-417.9,-270.9,-84.3,1000.4,20.29,3.85
114.84,0.80071,0.097859,0.62844,1.0226,-1.3,0.1,-0.9,-403.5,-263.7,-83.7,1000.4,20.29,3.85
114.85,0.8002,0.08002,0.66259,1.042,0.9,0.6,-1.1,-401.1,-273.3,-79.5,1000.3,20.29,3.85
114.86,0.76249,0.11111,0.68705,1.0324,0.9,0.2,-0.1,-398.7,-275.7,-80.7,1000.3,20.29,3.85
114.87,0.73802,0.14475,0.67635,1.0115,0.1,-0.3,0,-408.3,-280.5,-83.7,1000.3,20.29,3.85
114.88,0.75484,0.16055,0.64883,1.0082,-0.3,-0.6,-0.6,-410.7,-278.1,-88.5,1000.2,20.29,3.85
114.89,0.78797,0.13507,0.63354,1.0201,-1.4,-0.8,-1.3,-420.3,-280.5,-84.9,1000.3,20.29,3.85
114.9,0.79562,0.086646,0.63507,1.0217,-1.9,-0.4,-0.1,-413.1,-280.5,-83.1,1000.4,20.29,3.85
114.91,0.79358,0.078491,0.66871,1.0407,1.9,1.7,0.2,-408.3,-268.5,-82.5,1000.4,20.29,3.85
114.92,0.7528,0.12029,0.69827,1.0338,3.5,2.4,-0.5,-389.1,-278.1,-83.7,1000.2,20.29,3.85
114.93,0.74924,0.15596,0.67584,1.021,1.2,-0.3,0,-401.1,-263.7,-88.5,1000.4,20.29,3.85
114.94,0.76453,0.15443,0.6371,1.0071,-3,-2.4,0.1,-413.1,-273.3,-82.5,1000.2,20.29,3.85
114.95,0.78542,0.1157,0.61468,1.004,-2.1,-1.4,-0.7,-413.1,-275.7,-83.7,1000.4,20.29,3.85
114.96,0.79358,0.082569,0.64067,1.0233,0.9,2.4,0.1,-403.5,-273.3,-84.9,1000.2,20.29,3.85
114.97,0.7844,0.091743,0.684,1.0448,2.2,3.7,0.1,-384.3,-273.3,-86.7,1000.3,20.29,3.85
114.98,0.76606,0.13201,0.70285,1.048,1,-0.9,-1.6,-396.3,-270.9,-84.3,1000.3,20.29,3.85
114.99,0.74771,0.15698,0.66922,1.0157,-1.7,-4.3,-2.3,-398.7,-263.7,-87.3,1000.4,20.29,3.85
115,0.75892,0.14934,0.62793,0.99627,-1.4,-1.7,0.1,-415.5,-278.1,-89.1,1000.3,20.28,3.85
115.01,0.78338,0.11774,0.62232,1.0074,0.2,3.1,2.3,-410.7,-273.3,-86.1,1000.3,20.28,3.85
115.02,0.80071,0.092253,0.64577,1.0328,0.1,3.9,2.3,-408.3,-275.7,-83.1,1000.5,20.28,3.85
115.03,0.78389,0.08104,0.67686,1.0388,0.7,0.6,-1.2,-410.7,-278.1,-78.9,1000.4,20.28,3.85
115.04,0.76402,0.11774,0.69929,1.0424,0.4,-2.4,-4.1,-410.7,-278.1,-86.1,1000.3,20.28,3.85
115.05,0.75178,0.15392,0.68298,1.0273,-0.3,-3.1,-2.8,-401.1,-287.7,-83.1,1000.3,20.28,3.85
115.06,0.76096,0.16208,0.63863,1.0066,-2.8,-1.4,0.8,-410.7,-273.3,-80.1,1000.4,20.28,3.85
115.07,0.7737,0.12538,0.61162,0.99419,0,0.8,2.3,-403.5,-282.9,-79.5,1000.3,20.28,3.85
115.08,0.78695,0.087156,0.63812,1.0169,1.4,4.5,1.1,-415.5,-275.7,-85.5,1000.4,20.28,3.85
115.09,0.78797,0.086646,0.68807,1.0497,2.9,3.7,-0.5,-420.3,-270.9,-86.1,1000.3,20.28,3.85
115.1,0.76809,0.12436,0.70744,1.0516,0.5,-1.4,-2.4,-413.1,-270.9,-84.3,1000.3,20.28,3.85
115.11,0.7472,0.15647,0.66718,1.0139,-1.2,-4.2,-1.5,-386.7,-275.7,-80.7,1000.2,20.28,3.85
115.12,0.75535,0.1524,0.61672,0.98698,-1.5,-1.4,0.6,-408.3,-268.5,-90.3,1000.4,20.28,3.85
115.13,0.79511,0.11774,0.61366,1.0113,-1.3,1.4,1.5,-403.5,-268.5,-84.3,1000.4,20.28,3.85
115.14,0.79562,0.076453,0.64271,1.0256,-0.7,2.2,0.6,-403.5,-273.3,-84.3,1000.4,20.28,3.85
115.15,0.78338,0.086137,0.69266,1.0492,0.7,1.5,-1.5,-401.1,-270.9,-80.1,1000.4,20.28,3.85
115.16,0.74771,0.1315,0.70693,1.0374,3.5,-0.3,-2.9,-410.7,-258.9,-77.1,1000.3,20.28,3.85
115.17,0.75688,0.16616,0.67329,1.0265,1.5,-2.4,-1.3,-413.1,-280.5,-86.1,1000.2,20.28,3.85
115.18,0.76555,0.15138,0.62232,0.99813,-4.6,-2.5,1.3,-389.1,-275.7,-92.7,1000.3,20.28,3.85
115.19,0.78593,0.099898,0.61672,1.004,-4.4,-0.8,1.2,-413.1,-287.7,-84.9,1000.3,20.28,3.85
115.2,0.78899,0.072375,0.65189,1.026,1.4,3.4,-0.5,-417.9,-266.1,-81.3,1000.3,20.28,3.85
115.21,0.77625,0.10041,0.70031,1.0503,5,4.7,-1,-413.1,-278.1,-78.3,1000.3,20.28,3.85
115.22,0.76707,0.1524,0.70133,1.0505,3.1,0,-0.9,-401.1,-282.9,-78.9,1000.4,20.28,3.85
115.23,0.7528,0.15698,0.64577,1.0042,-1.2,-4,-0.3,-417.9,-275.7,-86.1,1000.2,20.28,3.85
115.24,0.75637,0.13252,0.61111,0.98138,-4.2,-1.8,0.6,-417.9,-270.9,-84.9,1000.3,20.28,3.85
115.25,0.79715,0.087156,0.63201,1.021,-0.4,1.9,0.6,-405.9,-278.1,-81.9,1000.3,20.28,3.85
115.26,0.80632,0.084098,0.6682,1.0506,-0.2,2.4,-0.5,-393.9,-275.7,-75.9,1000.3,20.28,3.85
115.27,0.76453,0.10652,0.68552,1.0324,1.6,0.5,-1.3,-413.1,-270.9,-84.3,1000.2,20.28,3.85
115.28,0.75637,0.15138,0.67839,1.0272,2.1,-1.6,-1.5,-403.5,-258.9,-87.3,1000.4,20.28,3.85
115.29,0.7421,0.158,0.65341,1.0013,0.1,-1.7,-1,-393.9,-278.1,-89.1,1000.3,20.28,3.85
115.3,0.7737,0.1366,0.63303,1.009,-2.8,-0.8,0.7,-391.5,-275.7,-88.5,1000.3,20.28,3.85
115.31,0.79664,0.092253,0.63201,1.0211,-0.3,1.8,1.2,-408.3,-266.1,-83.1,1000.4,20.28,3.85
115.32,0.80173,0.077472,0.66157,1.0423,0,2.7,0.1,-403.5,-282.9,-84.9,1000.3,20.28,3.85
115.33,0.75994,0.10194,0.68451,1.0278,0.9,0.7,-0.8,-415.5,-273.3,-84.3,1000.3,20.28,3.85
115.34,0.75994,0.10194,0.68451,1.0278,0.9,0.7,-0.8,-415.5,-273.3,-84.3,1000.3,20.28,3.85
115.35,0.75127,0.14679,0.68756,1.0289,0.4,-2.3,-2.3,-403.5,-270.9,-80.7,1000.3,20.28,3.85
115.36,0.75025,0.16565,0.65902,1.0122,0.3,-3.7,-2.4,-396.3,-268.5,-81.3,1000.2,20.28,3.85
115.37,0.76809,0.14169,0.63456,1.0063,-0.6,0,0.4,-413.1,-270.9,-74.7,1000.3,20.28,3.85
115.38,0.79664,0.09633,0.6315,1.0211,0.3,3.5,3.2,-415.5,-282.9,-78.3,1000.3,20.28,3.85
115.39,0.8002,0.070336,0.65545,1.0368,-1.4,3,1,-413.1,-273.3,-83.7,1000.3,20.28,3.85
115.4,0.77166,0.09633,0.67839,1.032,0,0,-1.8,-410.7,-273.3,-80.7,1000.3,20.28,3.85
115.41,0.75229,0.14067,0.68552,1.0275,1.4,-2,-2.9,-391.5,-273.3,-81.9,1000.3,20.28,3.85
115.42,0.75484,0.16972,0.66361,1.0193,-0.1,-2.8,-1.4,-420.3,-275.7,-80.7,1000.3,20.28,3.85
115.43,0.76351,0.14883,0.63048,1.0013,-0.4,-1.1,0.8,-408.3,-263.7,-81.9,1000.4,20.28,3.85
115.44,0.78236,0.10398,0.62181,1.0048,-0.4,2.4,2,-415.5,-275.7,-82.5,1000.3,20.28,3.85
115.45,0.79715,0.074414,0.65698,1.0357,1.8,3.7,0.5,-391.5,-270.9,-84.3,1000.3,20.28,3.85
115.46,0.77625,0.092253,0.69368,1.0451,0.1,2,-1.3,-389.1,-275.7,-86.7,1000.3,20.28,3.85
115.47,0.75127,0.13812,0.69164,1.0305,-0.5,-2,-1.8,-403.5,-275.7,-80.1,1000.3,20.28,3.85
115.48,0.7528,0.16412,0.65698,1.0126,-0.9,-4.2,-1.6,-396.3,-270.9,-83.1,1000.3,20.28,3.85
115.49,0.79969,0.097859,0.62029,1.0168,0.3,2,1.4,-398.7,-266.1,-78.9,1000.3,20.28,3.85
115.5,0.79969,0.097859,0.62029,1.0168,0.3,2,1.4,-398.7,-266.1,-78.9,1000.3,20.29,3.85
115.51,0.7946,0.069827,0.6631,1.0373,-1.2,3.1,1.1,-398.7,-280.5,-83.1,1000.5,20.29,3.85
115.52,0.75484,0.094292,0.69878,1.0329,1.4,2.2,-1.1,-403.5,-273.3,-78.9,1000.3,20.29,3.85
115.53,0.75127,0.15087,0.69419,1.034,2.4,-0.2,-2.5,-403.5,-268.5,-84.3,1000.4,20.29,3.85
115.54,0.76707,0.1682,0.65341,1.0216,-0.9,-3.5,-0.9,-405.9,-263.7,-87.9,1000.4,20.29,3.85
115.55,0.7788,0.13761,0.61162,0.99977,-3.5,-4.1,0.3,-386.7,-266.1,-86.1,1000.5,20.29,3.85
115.56,0.77778,0.086646,0.62385,1.0008,0.4,1.3,0.5,-396.3,-280.5,-82.5,1000.4,20.29,3.85
115.57,0.7788,0.085117,0.6789,1.0367,4,6.5,0.2,-401.1,-258.9,-81.9,1000.3,20.29,3.85
115.58,0.77064,0.12283,0.71458,1.0581,2.3,4.2,-0.4,-408.3,-278.1,-87.9,1000.4,20.29,3.85
115.59,0.76249,0.14934,0.68043,1.0328,-3.6,-3.7,-1,-403.5,-268.5,-80.1,1000.3,20.29,3.85
115.6,0.76656,0.13965,0.61825,0.99466,-3.2,-6.4,-0.8,-401.1,-275.7,-81.9,1000.4,20.29,3.85
115.61,0.7895,0.11519,0.60347,1.0004,0.9,-0.9,0,-391.5,-273.3,-87.9,1000.4,20.29,3.85
115.62,0.78695,0.09735,0.64577,1.0226,3.3,5.1,0.9,-403.5,-287.7,-78.9,1000.4,20.29,3.85
115.63,0.77013,0.10143,0.69623,1.0431,-0.3,4.5,0.4,-415.5,-275.7,-92.7,1000.3,20.29,3.85
115.64,0.75229,0.11774,0.70336,1.0366,-0.6,-1.1,-2.5,-405.9,-273.3,-81.9,1000.3,20.29,3.85
115.65,0.75535,0.14271,0.67125,1.0205,-2.3,-4.8,-2.9,-413.1,-266.1,-78.9,1000.3,20.29,3.85
115.66,0.77778,0.14781,0.62946,1.0114,-1.2,-3.1,0,-386.7,-278.1,-81.9,1000.4,20.29,3.85
115.67,0.79613,0.12895,0.61519,1.0143,1.2,1.1,2.3,-401.1,-280.5,-85.5,1000.4,20.29,3.85
115.68,0.77523,0.09684,0.63863,1.0091,1.5,4,1.8,-396.3,-270.9,-86.1,1000.3,20.29,3.85
115.69,0.76809,0.085117,0.68654,1.0337,1.4,3.7,-0.3,-389.1,-278.1,-85.5,1000.2,20.29,3.85
115.7,0.76809,0.11111,0.6947,1.0416,-0.2,-0.7,-2.8,-393.9,-278.1,-86.7,1000.4,20.29,3.85
115.71,0.76606,0.14271,0.67176,1.0288,-1.8,-4.5,-2.3,-410.7,-273.3,-83.7,1000.3,20.29,3.85
115.72,0.75994,0.15494,0.63252,1.0008,-0.1,-1.8,0.5,-408.3,-297.3,-82.5,1000.4,20.29,3.85
115.73,0.78389,0.1366,0.62844,1.0139,1.4,2.5,2.4,-398.7,-285.3,-82.5,1000.3,20.29,3.85
115.74,0.78287,0.092762,0.64373,1.0178,-0.3,2.5,1,-403.5,-280.5,-89.7,1000.3,20.29,3.85
115.75,0.77829,0.075943,0.67023,1.0299,-1.1,0.4,-2.1,-410.7,-268.5,-83.1,1000.4,20.29,3.85
115.76,0.76249,0.10754,0.69521,1.0374,1.4,-0.6,-3.5,-405.9,-270.9,-80.1,1000.4,20.29,3.85
115.77,0.75943,0.15341,0.68654,1.0352,1.2,-1.2,-1.4,-410.7,-266.1,-75.9,1000.3,20.29,3.85
