time,pres,P1,P2,P3,accmag,magx,magy,magz,absaccx,absaccy,absaccz
0.0,999.9647827148438,999.99609375,999.9541015625,999.9441528320312,0.0031599885567015207,16.875,20.25,44.1875,-0.0046515071349625126,0.0024566145231429415,0.003158578640041654
0.01,999.9780883789062,999.966064453125,999.9840698242188,999.984130859375,0.0031599885567015207,16.875,20.25,44.1875,-0.0046515071349625126,0.0024566145231429415,0.003158578640041654
0.02,999.971435546875,999.9561157226562,999.9840698242188,999.97412109375,0.005849886232377699,18.0,20.5625,46.0,0.0028483523487262408,0.0295997581710572,0.005804843733056231
0.031,999.9814453125,999.9561157226562,999.9940795898438,999.994140625,0.0031599885567015207,18.0,20.5625,46.0,-0.0046515071349625126,0.0024566145231429415,0.003158578640041654
0.041,999.9514363606771,999.97607421875,999.9140625,999.9641723632812,-0.006138287827727851,18.0,20.5625,46.0,0.004279574526673102,0.008264048663691681,-0.006142704927869502
0.051,999.9481201171875,999.9360961914062,999.944091796875,999.9641723632812,0.023071710782449628,18.0,20.5625,46.0,-0.00513207612413244,0.0006481421278397015,0.023070350154958064
0.061,999.9481201171875,999.9561157226562,999.93408203125,999.9541625976562,0.0031905597037020783,17.25,20.25,46.0,-0.018283174711920508,0.006221862085574181,0.00317155536437852
0.071,999.9414265950521,999.9160766601562,999.93408203125,999.97412109375,0.012448509796913143,17.25,20.25,46.0,4.9131146222125555e-05,-0.007116032610768652,0.012445932010908933
0.082,999.96142578125,999.966064453125,999.93408203125,999.984130859375,0.02374797608396051,17.25,20.25,46.0,-0.010072957991981463,0.009316544514756941,0.02373840381423875
0.092,999.9647623697916,999.966064453125,999.9740600585938,999.9541625976562,0.004484653507747183,17.25,20.25,46.0,0.012730116084424231,0.012262953397222831,0.004468736414496632
0.102,999.9581095377604,999.9461059570312,999.9740600585938,999.9541625976562,-0.0054600077748308,17.25,20.25,46.0,-0.0006613073411759207,0.01693245105060892,-0.005474651268590591
0.112,999.9514363606771,999.9160766601562,999.9740600585938,999.9641723632812,-0.036004343384272275,17.6875,20.25,45.6875,0.005000462384253002,0.010976886611879677,-0.03601178643643976
0.122,999.9814453125,999.9561157226562,999.9940795898438,999.994140625,-0.004791969327957446,17.6875,20.25,45.6875,0.00802953016910185,0.02183563510020281,-0.004819570429079434
0.133,999.9480997721354,999.986083984375,999.924072265625,999.9341430664062,0.023061537033795432,17.6875,20.25,45.6875,0.008499620902804456,-0.0031171571023453915,0.023057369448709508
0.143,999.9880981445312,999.99609375,999.9840698242188,999.984130859375,-0.006117887702515645,17.6875,20.25,45.6875,-0.009352093050284893,0.01202929622612292,-0.0061297282035344125
0.153,999.9814453125,999.986083984375,999.964111328125,999.994140625,0.003817246531866658,17.6875,20.25,45.6875,0.00403927857414646,0.007359769347628942,0.0038136555749872514
0.163,999.9547526041666,999.966064453125,999.9140625,999.984130859375,0.0031497941646403405,17.25,20.5625,45.25,0.008980189891974383,-0.0013086847070421515,0.0031455979337930984
0.173,999.9547729492188,999.97607421875,999.93408203125,999.9541625976562,0.011802010828461107,17.25,20.5625,45.25,-0.008641654562886847,-0.012019187435254541,0.011790855075965112
0.184,999.9347737630209,999.9360961914062,999.8941040039062,999.97412109375,-0.0585590440953041,17.25,20.5625,45.25,-0.00201874685911807,-0.014357807083377194,-0.058569823121718656
0.194,999.9347737630209,999.9260864257812,999.93408203125,999.9441528320312,0.03370376141300113,17.25,20.5625,45.25,-0.010313253944508105,0.008412265198694313,0.033694764317095505
0.204,999.9381103515625,999.9360961914062,999.9041137695312,999.97412109375,-0.026049083064355827,17.25,20.5625,45.25,0.004760166431726359,0.010072607295816938,-0.02605542593358301
0.214,999.9514567057291,999.9360961914062,999.9541015625,999.9641723632812,-0.0067656110787090995,17.25,19.5625,45.25,-0.018042878759393866,0.007126141401636921,-0.006784805138478234
0.225,999.9781087239584,999.986083984375,999.9541015625,999.994140625,0.02310222002384066,17.25,19.5625,45.25,-0.018763743701090435,0.004413389690270941,0.02308332687929493
0.235,999.971435546875,999.97607421875,999.944091796875,999.994140625,0.023071710782449628,17.25,19.5625,45.25,-0.00513207612413244,0.0006481421278397015,0.023070350154958064
0.246,999.9414265950521,999.9260864257812,999.924072265625,999.97412109375,-0.017421179755812588,17.25,19.5625,45.25,0.0007699960879186951,-0.004403280899402673,-0.01742220000686423
0.256,999.9414469401041,999.9561157226562,999.93408203125,999.9341430664062,0.0031497941646403405,17.25,19.5625,45.25,0.008980189891974383,-0.0013086847070421515,0.0031455979337930984
0.266,999.9480997721354,999.9060668945312,999.944091796875,999.994140625,0.003817246531866658,17.6875,19.875,45.25,0.00403927857414646,0.007359769347628942,0.0038136555749872514
0.277,999.9647827148438,999.9561157226562,999.924072265625,1000.01416015625,-0.017400752169512756,17.6875,19.875,45.25,-0.0128617009390182,-0.000637981669217691,-0.017409219300615675
0.287,999.9314371744791,999.9360961914062,999.9140625,999.9441528320312,0.02240556546450101,17.6875,19.875,45.25,-0.00019116480630451682,-0.00802031192683128,0.022402292513765687
0.298,999.9547729492188,999.9360961914062,999.9541015625,999.97412109375,0.023727637915655464,17.6875,19.875,45.25,0.017190458413082227,0.001786026947248609,0.023712450288220666
0.308,999.9747924804688,999.9360961914062,999.964111328125,1000.024169921875,-0.0067656110787090995,17.6875,19.875,45.25,-0.018042878759393866,0.007126141401636921,-0.006784805138478234
0.318,999.9614664713541,999.9561157226562,999.964111328125,999.9641723632812,-0.036664279365668406,18.0,20.25,44.875,-0.003690323324855971,0.006073731787393677,-0.03666686337138536
0.329,999.9347534179688,999.9060668945312,999.924072265625,999.97412109375,-0.02470002512115599,18.0,20.25,44.875,0.022141789651113103,0.019878946169896827,-0.02474526815912803
0.339,999.9614461263021,999.9461059570312,999.924072265625,1000.01416015625,0.03238303293534628,18.0,20.25,44.875,-0.014063157785768055,-0.005159292012708927,0.032371633722870996
