Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
116.36,0.48726,0.93986,0.0071356,1.0587,-0.6,0,-0.1,-290.7,-287.7,-101.7,1000.6,21.6,3.88
116.37,0.5158,0.92406,0.0010194,1.0583,0.2,-0.9,-0.7,-295.5,-282.9,-108.3,1000.6,21.6,3.88
116.38,0.52345,0.9159,-0.0091743,1.055,0.8,0.1,-0.1,-302.7,-273.3,-110.7,1000.6,21.6,3.88
116.39,0.5107,0.92406,-0.010194,1.0558,-0.1,0.7,-0.2,-288.3,-268.5,-106.5,1000.6,21.6,3.88
116.4,0.50663,0.92508,-0.0035678,1.0547,-1.4,0,-1,-290.7,-275.7,-113.7,1000.6,21.6,3.88
116.41,0.49694,0.93629,0.0040775,1.06,-0.5,0.1,-0.7,-300.3,-278.1,-110.7,1000.6,21.6,3.88
116.42,0.48063,0.93221,0.0071356,1.0488,1.7,0.2,0.1,-288.3,-275.7,-113.7,1000.5,21.6,3.88
116.43,0.49337,0.92406,0,1.0475,0.9,0.7,0.7,-283.5,-282.9,-108.9,1000.6,21.6,3.88
116.44,0.52854,0.91947,-0.0035678,1.0606,-2,0.9,0.1,-283.5,-270.9,-105.3,1000.5,21.6,3.88
116.45,0.52905,0.9159,-0.00050968,1.0577,0,0.9,-0.9,-288.3,-270.9,-109.5,1000.6,21.6,3.88
116.46,0.50306,0.91081,0.0056065,1.0405,0.6,0,-0.7,-288.3,-278.1,-111.9,1000.5,21.6,3.88
116.47,0.48675,0.9261,0.014271,1.0463,-0.1,-0.7,-0.4,-283.5,-266.1,-101.7,1000.6,21.6,3.88
116.48,0.48318,0.93068,0.011723,1.0487,0.7,-1.4,0,-288.3,-266.1,-110.7,1000.6,21.6,3.88
116.49,0.49439,0.93476,0.0040775,1.0575,0.4,-0.4,0.4,-288.3,-285.3,-108.3,1000.6,21.6,3.88
116.5,0.51784,0.92253,-0.0030581,1.0579,0.1,0.4,-0.2,-290.7,-266.1,-107.7,1000.6,21.6,3.88
116.51,0.52345,0.90571,-0.0091743,1.0461,0.7,0.5,-1.2,-302.7,-290.1,-107.1,1000.6,21.6,3.88
116.52,0.52701,0.91437,-0.0045872,1.0554,-2.3,0.2,-1.4,-281.1,-270.9,-113.7,1000.6,21.6,3.88
116.53,0.49745,0.9419,0.010703,1.0652,-1.1,-0.4,-0.9,-288.3,-266.1,-108.9,1000.6,21.6,3.88
116.54,0.48012,0.93833,0.0035678,1.054,1.9,-1.4,0,-285.9,-266.1,-107.7,1000.6,21.6,3.88
116.55,0.48063,0.91692,-0.0040775,1.0353,3.6,-0.1,0.6,-283.5,-285.3,-108.9,1000.6,21.6,3.88
116.56,0.51835,0.92049,-0.0071356,1.0564,-2.7,1.8,-0.1,-300.3,-285.3,-106.5,1000.6,21.6,3.88
116.57,0.54485,0.9261,0,1.0745,-3.7,2,-1.2,-300.3,-268.5,-100.5,1000.7,21.6,3.88
116.58,0.52243,0.91845,0.0050968,1.0566,0.7,0,-0.9,-297.9,-280.5,-111.3,1000.6,21.6,3.88
116.59,0.4842,0.91998,0.0040775,1.0396,3.6,-1,-0.3,-302.7,-273.3,-113.7,1000.6,21.6,3.88
116.6,0.47452,0.9261,0.0061162,1.0406,0,-0.8,0.6,-273.9,-268.5,-102.9,1000.6,21.6,3.88
116.61,0.49541,0.94343,0.0071356,1.0656,-1.9,0.8,0.1,-302.7,-270.9,-108.3,1000.5,21.6,3.88
116.62,0.52345,0.92559,-0.0010194,1.0633,0.1,0.7,0,-297.9,-275.7,-105.9,1000.6,21.6,3.88
116.63,0.51784,0.89959,-0.0076453,1.038,3,0,-0.7,-295.5,-278.1,-104.1,1000.6,21.6,3.88
116.64,0.49898,0.91539,0.0030581,1.0426,-2.2,0.3,-1.2,-297.9,-282.9,-101.1,1000.6,21.6,3.88
116.65,0.49134,0.93986,0.020897,1.0607,-1.8,-0.1,-0.6,-285.9,-285.3,-110.7,1000.6,21.6,3.88
116.66,0.49337,0.93578,0.0081549,1.0579,2,-1.7,0.3,-302.7,-278.1,-108.9,1000.7,21.6,3.88
116.67,0.49745,0.92253,-0.0035678,1.0481,2.3,-0.8,0.4,-305.1,-282.9,-102.3,1000.5,21.6,3.88
116.68,0.49745,0.92253,-0.0035678,1.0481,2.3,-0.8,0.4,-305.1,-282.9,-102.3,1000.6,21.6,3.88
116.69,0.5158,0.91794,-0.0091743,1.053,-0.7,0.9,-0.2,-281.1,-273.3,-104.1,1000.6,21.6,3.88
116.7,0.52701,0.921,-0.0040775,1.0611,-2.7,1,-1.3,-285.9,-280.5,-105.9,1000.6,21.6,3.88
116.71,0.51529,0.93017,0.0050968,1.0634,-1.2,-0.1,-1.2,-300.3,-273.3,-110.1,1000.7,21.6,3.88
116.72,0.48777,0.92915,0.0056065,1.0494,2.9,-0.3,-0.1,-283.5,-273.3,-106.5,1000.7,21.6,3.88
116.73,0.49083,0.92253,-0.0025484,1.045,1,0,0.7,-297.9,-268.5,-105.9,1000.6,21.6,3.88
116.74,0.5209,0.93527,-0.0010194,1.0705,-3.4,0.6,-0.3,-305.1,-275.7,-101.7,1000.6,21.6,3.88
116.75,0.51631,0.92915,-0.0020387,1.063,-0.1,0.2,-0.7,-281.1,-275.7,-107.1,1000.6,21.6,3.88
116.76,0.49745,0.91437,-0.0050968,1.0409,3.2,0.1,-0.1,-297.9,-282.9,-108.9,1000.6,21.6,3.88
116.77,0.49592,0.91488,0,1.0406,-0.3,0.7,-0.2,-295.5,-275.7,-106.5,1000.5,21.6,3.88
116.78,0.50357,0.92661,0.011213,1.0547,-2.6,0.4,-0.5,-285.9,-285.3,-110.7,1000.7,21.6,3.88
116.79,0.5051,0.93323,0.012232,1.0612,0,0,-0.1,-281.1,-278.1,-114.3,1000.6,21.6,3.88
116.8,0.50051,0.92253,0.0010194,1.0496,3.2,0,0.4,-307.5,-273.3,-101.7,1000.5,21.6,3.88
116.81,0.51733,0.90979,-0.0061162,1.0466,0.2,-0.3,-0.3,-305.1,-275.7,-108.9,1000.6,21.6,3.88
116.82,0.53619,0.91386,-0.0030581,1.0596,-2.3,0.1,-1.3,-288.3,-280.5,-111.9,1000.6,21.6,3.88
116.83,0.50866,0.91896,0.0050968,1.0504,-0.3,0.4,-1.3,-293.1,-266.1,-100.5,1000.6,21.6,3.88
116.84,0.47961,0.92915,0.0086646,1.0457,2.6,-1.5,-0.4,-288.3,-273.3,-104.7,1000.5,21.6,3.88
116.85,0.46738,0.93782,0.0050968,1.0478,0,-2,0,-297.9,-290.1,-105.9,1000.6,21.6,3.88
116.86,0.49388,0.93935,-0.0010194,1.0613,0.4,0.1,0,-288.3,-290.1,-107.1,1000.6,21.6,3.88
116.87,0.52446,0.91488,-0.011723,1.0546,-0.7,1.5,0.3,-285.9,-282.9,-110.1,1000.6,21.6,3.88
116.88,0.5367,0.91539,-0.0086646,1.0612,-0.3,1.4,-1.4,-281.1,-275.7,-108.9,1000.6,21.6,3.88
116.89,0.51427,0.92253,0.0035678,1.0562,-3.4,-0.1,-1.5,-283.5,-275.7,-108.3,1000.6,21.6,3.88
116.9,0.48675,0.93578,0.011213,1.0549,1.8,-0.6,-0.7,-290.7,-287.7,-108.3,1000.5,21.6,3.88
116.91,0.47859,0.93731,0.0010194,1.0524,2,-0.7,1.2,-290.7,-278.1,-107.7,1000.5,21.6,3.88
116.92,0.50663,0.921,-0.0066259,1.0512,0.7,0.9,0.6,-307.5,-261.3,-104.7,1000.5,21.6,3.88
116.93,0.53517,0.90979,-0.0035678,1.0555,-3.5,2,-0.6,-293.1,-266.1,-105.3,1000.6,21.6,3.88
116.94,0.53415,0.93425,0.010194,1.0762,-2.4,1.5,-1.4,-290.7,-273.3,-100.5,1000.6,21.6,3.88
116.95,0.49134,0.91896,0.0086646,1.0421,2.6,-0.4,-1.2,-278.7,-254.1,-104.7,1000.6,21.6,3.88
116.96,0.47452,0.90367,0,1.0207,4.8,-1.5,0,-290.7,-273.3,-110.7,1000.5,21.6,3.88
116.97,0.48522,0.93425,0.0066259,1.0528,-2.8,0.1,0.4,-293.1,-275.7,-102.9,1000.5,21.6,3.88
116.98,0.51835,0.94954,0.012742,1.0819,-2.9,0.6,0.4,-302.7,-273.3,-109.5,1000.7,21.6,3.88
116.99,0.52956,0.91998,0,1.0615,0.9,-0.2,-0.6,-300.3,-280.5,-108.9,1000.7,21.6,3.88
117,0.49694,0.91437,-0.0061162,1.0407,4,-1.3,-1.7,-290.7,-280.5,-107.7,1000.7,21.6,3.88
117.01,0.47655,0.91437,-0.0035678,1.0311,-0.3,-0.3,-1.3,-283.5,-275.7,-111.3,1000.6,21.6,3.88
117.02,0.50815,0.91998,0.0050968,1.051,-1.8,0.1,0.1,-285.9,-270.9,-105.9,1000.7,21.6,3.88
117.03,0.52752,0.93935,0.0050968,1.0773,-1.7,-0.4,0.7,-288.3,-280.5,-102.3,1000.7,21.6,3.88
117.04,0.50255,0.93731,-0.0020387,1.0635,1.5,0.3,0,-273.9,-263.7,-104.7,1000.6,21.6,3.88
117.05,0.49745,0.92253,-0.0045872,1.0481,-0.3,0.2,-0.9,-276.3,-282.9,-106.5,1000.6,21.6,3.88
117.06,0.5107,0.91947,-0.0035678,1.0518,-0.1,-0.3,-2,-300.3,-278.1,-102.9,1000.6,21.6,3.88
117.07,0.4893,0.92151,0,1.0434,0.9,0,-0.3,-297.9,-287.7,-107.7,1000.7,21.6,3.88
117.08,0.49796,0.91845,-0.0015291,1.0448,1.4,1,1.2,-271.5,-282.9,-104.7,1000.5,21.6,3.88
117.09,0.53007,0.93374,0.0030581,1.0737,-3.4,-0.1,0.9,-290.7,-270.9,-108.3,1000.6,21.6,3.88
117.1,0.50714,0.9419,0.012232,1.0698,-1.5,0.8,-1.2,-302.7,-270.9,-105.3,1000.5,21.6,3.88
117.11,0.48471,0.92712,0.0071356,1.0462,2.7,0.9,-0.8,-288.3,-270.9,-110.7,1000.6,21.6,3.88
117.12,0.51886,0.89908,-0.010194,1.0381,2.1,-0.4,-0.1,-276.3,-285.3,-108.9,1000.6,21.6,3.88
117.13,0.51886,0.89551,-0.009684,1.035,0.7,0.4,0,-278.7,-278.1,-109.5,1000.6,21.6,3.88
117.14,0.49439,0.92457,0.01682,1.0486,-4.5,0.8,-0.5,-283.5,-280.5,-105.3,1000.6,21.6,3.88
117.15,0.48624,0.96228,0.035168,1.0787,-2.2,-1.4,-0.6,-288.3,-275.7,-107.1,1000.6,21.6,3.88
117.16,0.48063,0.9419,0.010194,1.0575,3.9,-1.6,0.1,-305.1,-273.3,-110.7,1000.5,21.6,3.88
117.17,0.49847,0.88736,-0.017839,1.0179,5.6,1.1,0.1,-297.9,-270.9,-110.1,1000.5,21.6,3.88
117.18,0.54077,0.8945,-0.014781,1.0454,-4.2,0.9,-1.2,-307.5,-275.7,-108.9,1000.7,21.6,3.88
117.19,0.53874,0.93782,0.0081549,1.0816,-4.9,-0.1,-2,-300.3,-275.7,-103.5,1000.6,21.6,3.88
117.2,0.49745,0.9419,0.011723,1.0653,1.6,-1,0.3,-300.3,-270.9,-110.7,1000.5,21.6,3.88
117.21,0.47248,0.93782,0.0025484,1.0501,3.4,-1.4,0.6,-293.1,-268.5,-102.9,1000.6,21.6,3.88
117.22,0.4842,0.93629,-0.0061162,1.0541,-0.3,-0.3,-0.7,-302.7,-285.3,-108.9,1000.6,21.6,3.88
117.23,0.51478,0.91641,-0.0086646,1.0511,-0.9,1.4,-0.1,-283.5,-285.3,-105.9,1000.6,21.6,3.88
117.24,0.53058,0.91386,-0.0071356,1.0567,0,0.9,-0.5,-290.7,-285.3,-107.1,1000.7,21.6,3.88
117.25,0.51223,0.92762,-0.0025484,1.0597,-0.8,0.3,-0.7,-297.9,-263.7,-104.1,1000.6,21.6,3.88
117.26,0.48726,0.93119,0.010194,1.051,-0.9,0.3,0,-295.5,-278.1,-108.9,1000.6,21.6,3.88
117.27,0.49694,0.9368,0.01682,1.0606,0,0,-0.4,-285.9,-280.5,-102.9,1000.6,21.6,3.88
117.28,0.50561,0.92864,0.0025484,1.0574,1.7,0.9,0.7,-297.9,-278.1,-107.7,1000.6,21.6,3.88
117.29,0.5158,0.90112,-0.0086646,1.0383,1.8,1.4,0.4,-290.7,-258.9,-106.5,1000.6,21.6,3.88
117.3,0.5158,0.90061,0,1.0379,-1.7,0,-1.7,-302.7,-270.9,-106.5,1000.5,21.6,3.88
117.31,0.49286,0.93833,0.018349,1.0601,-1,-1.4,-1.2,-288.3,-282.9,-102.3,1000.6,21.6,3.88
117.32,0.4735,0.94088,0.017839,1.0535,1.4,-0.7,0.9,-300.3,-280.5,-107.1,1000.6,21.6,3.88
117.33,0.49592,0.91896,0.0015291,1.0442,1.8,-0.6,0.6,-302.7,-268.5,-105.3,1000.6,21.6,3.88
117.34,0.52294,0.921,-0.0050968,1.0591,-1.7,0.3,-0.9,-283.5,-280.5,-113.7,1000.6,21.6,3.88
117.35,0.52548,0.91743,-0.0050968,1.0573,-0.4,0.4,-1.1,-288.3,-275.7,-111.3,1000.7,21.6,3.88
117.36,0.50561,0.91641,-0.0040775,1.0466,-0.3,-1.2,-1.1,-305.1,-282.9,-104.1,1000.6,21.6,3.88
117.37,0.48777,0.94546,0.0015291,1.0639,0.5,-0.9,-0.8,-293.1,-292.5,-108.3,1000.6,21.6,3.88
117.38,0.49592,0.93425,-0.0030581,1.0577,0.3,0.3,0.7,-302.7,-270.9,-105.9,1000.5,21.6,3.88
117.39,0.52752,0.91386,-0.0061162,1.0552,-0.3,0.6,-0.1,-300.3,-270.9,-107.1,1000.6,21.6,3.88
117.4,0.51682,0.93323,-0.0015291,1.0668,-1.2,0.7,-1,-285.9,-273.3,-108.3,1000.6,21.6,3.88
117.41,0.48624,0.93527,-0.00050968,1.0541,0.2,1,-0.5,-295.5,-282.9,-106.5,1000.7,21.6,3.88
117.42,0.50663,0.91692,-0.0025484,1.0476,0.4,-0.3,-0.3,-295.5,-270.9,-104.1,1000.6,21.6,3.88
117.43,0.51376,0.9159,0,1.0502,0.5,0.4,-0.2,-302.7,-280.5,-109.5,1000.6,21.6,3.88
117.44,0.50459,0.92712,0.0035678,1.0555,-0.3,2.1,0.5,-288.3,-278.1,-113.1,1000.6,21.6,3.88
117.45,0.51325,0.92712,0.014271,1.0598,-1.8,0,-0.2,-295.5,-287.7,-108.3,1000.5,21.6,3.88
117.46,0.50357,0.93119,0.015291,1.0587,-0.3,-1.4,-1.2,-293.1,-275.7,-108.3,1000.7,21.6,3.88
117.47,0.47554,0.92049,0,1.0361,4.9,-0.1,0.4,-295.5,-273.3,-108.3,1000.6,21.6,3.88
117.48,0.50255,0.89348,-0.012232,1.0252,1,0,0.2,-297.9,-268.5,-110.7,1000.5,21.6,3.88
117.49,0.53619,0.91437,0.0056065,1.06,-4.6,0.1,-1.4,-295.5,-278.1,-108.9,1000.6,21.6,3.88
117.5,0.5107,0.94444,0.019878,1.0739,-1.7,0.2,-0.5,-285.9,-282.9,-107.1,1000.6,21.6,3.88
117.51,0.48114,0.93986,0.013761,1.0559,3.5,-1.4,0.3,-281.1,-285.3,-99.9,1000.7,21.6,3.88
117.52,0.49541,0.92508,-0.0056065,1.0494,0.6,-2,-0.4,-297.9,-280.5,-110.7,1000.7,21.6,3.88
117.53,0.50968,0.91896,-0.014781,1.0509,0.6,0.7,-0.6,-297.9,-270.9,-107.7,1000.6,21.6,3.88
117.54,0.52243,0.91437,-0.014271,1.0532,-1.5,1.5,-0.9,-297.9,-266.1,-110.7,1000.6,21.6,3.88
117.55,0.53007,0.92864,-0.0020387,1.0693,-3.1,0.2,-1.2,-293.1,-285.3,-110.1,1000.6,21.6,3.88
117.56,0.49898,0.94597,0.011213,1.0696,-0.5,0.6,-0.1,-290.7,-275.7,-110.7,1000.7,21.6,3.88
117.57,0.48369,0.9368,0.0061162,1.0543,2.9,0.4,0.6,-307.5,-270.9,-102.3,1000.6,21.6,3.88
117.58,0.48369,0.9368,0.0061162,1.0543,2.9,0.4,0.6,-307.5,-270.9,-102.3,1000.6,21.6,3.88
117.59,0.48012,0.91641,-0.0035678,1.0346,2.1,-0.2,0,-295.5,-275.7,-108.9,1000.7,21.6,3.88
117.6,0.50815,0.91081,-0.0066259,1.043,-0.1,0.8,-0.4,-293.1,-278.1,-113.7,1000.7,21.6,3.88
117.61,0.54027,0.91182,-0.0015291,1.0599,-3.1,1.5,0,-297.9,-266.1,-111.9,1000.5,21.6,3.88
117.62,0.51886,0.93272,0.015291,1.0674,-0.7,0.4,-0.4,-281.1,-275.7,-115.5,1000.6,21.6,3.88
117.63,0.47554,0.93782,0.020387,1.0517,1.8,-1.8,-0.1,-307.5,-261.3,-105.3,1000.7,21.6,3.88
117.64,0.47095,0.91998,0.0086646,1.0336,2.9,-1.4,0.3,-314.7,-297.3,-110.7,1000.6,21.6,3.88
117.65,0.50866,0.91386,-0.0045872,1.0459,-0.4,1.2,-0.1,-278.7,-275.7,-111.3,1000.7,21.6,3.88
117.66,0.53925,0.91692,-0.0035678,1.0637,-2.6,1.3,-1.2,-312.3,-275.7,-104.1,1000.6,21.6,3.88
117.67,0.53517,0.92151,0.0010194,1.0656,-1.7,-0.3,-1.8,-300.3,-268.5,-105.9,1000.5,21.6,3.88
117.68,0.49388,0.93119,0.009684,1.0541,2.3,-2.1,-0.1,-297.9,-273.3,-107.1,1000.6,21.6,3.88
117.69,0.4633,0.9368,0.00050968,1.0451,2.1,-1.9,0.9,-295.5,-268.5,-106.5,1000.6,21.6,3.88
117.7,0.47961,0.93323,-0.0045872,1.0493,0,0.5,-0.1,-283.5,-278.1,-106.5,1000.6,21.6,3.88
117.71,0.5209,0.91845,-0.0081549,1.0559,-1.8,0.9,-1,-300.3,-278.1,-109.5,1000.6,21.6,3.88
117.72,0.53772,0.921,-0.0050968,1.0665,-1.4,1.5,-1.6,-293.1,-282.9,-102.9,1000.6,21.6,3.88
117.73,0.53007,0.93221,0,1.0724,-1.8,0.3,-0.2,-288.3,-287.7,-108.3,1000.6,21.6,3.88
117.74,0.48828,0.93119,0.0045872,1.0515,2.4,-0.1,-0.3,-293.1,-270.9,-100.5,1000.7,21.6,3.88
117.75,0.47503,0.92762,0,1.0422,2.3,-1.2,0.3,-290.7,-278.1,-104.7,1000.6,21.6,3.88
117.76,0.48828,0.91947,-0.00050968,1.0411,-0.6,1,0,-285.9,-275.7,-104.7,1000.6,21.6,3.88
117.77,0.53568,0.92202,0.00050968,1.0663,-2.8,2.2,-0.1,-295.5,-263.7,-105.3,1000.6,21.6,3.88
117.78,0.5316,0.91845,0.0056065,1.0612,-0.4,0.9,-0.7,-293.1,-287.7,-106.5,1000.6,21.6,3.88
117.79,0.49337,0.92253,0.0076453,1.0462,1.7,-1.2,-1,-300.3,-294.9,-102.3,1000.6,21.6,3.88
117.8,0.4735,0.9159,0.0076453,1.0311,2,-1,-0.1,-285.9,-280.5,-107.1,1000.5,21.6,3.88
117.81,0.48165,0.92966,0.010194,1.0471,-0.7,-0.2,0.8,-295.5,-280.5,-109.5,1000.6,21.6,3.88
117.82,0.51172,0.93986,0.0050968,1.0701,-0.8,0.5,0,-276.3,-285.3,-108.3,1000.5,21.6,3.88
117.83,0.53007,0.91335,-0.0015291,1.056,-0.6,0,-0.4,-290.7,-266.1,-109.5,1000.7,21.6,3.88
117.84,0.52701,0.91284,-0.0056065,1.0541,0.6,-0.4,-1.6,-300.3,-263.7,-111.9,1000.6,21.6,3.88
117.85,0.49694,0.92661,-0.0010194,1.0515,-0.3,-0.9,-0.9,-278.7,-285.3,-107.7,1000.5,21.6,3.88
117.86,0.47706,0.93527,0.0050968,1.0499,-0.4,0,-0.5,-302.7,-275.7,-107.1,1000.5,21.6,3.88
117.87,0.50102,0.93935,0.0015291,1.0646,0,-0.7,0.1,-285.9,-268.5,-104.7,1000.6,21.6,3.88
117.88,0.50968,0.92253,-0.0066259,1.054,1.8,-0.1,0.4,-290.7,-280.5,-106.5,1000.7,21.6,3.88
117.89,0.51529,0.921,-0.0081549,1.0554,-0.6,2.3,0,-288.3,-280.5,-111.9,1000.6,21.6,3.88
117.9,0.52905,0.92508,-0.0010194,1.0657,-2.8,0.4,-1.1,-305.1,-268.5,-107.7,1000.6,21.6,3.88
117.91,0.51427,0.92559,0.0066259,1.0589,-0.5,0.3,-1.8,-290.7,-273.3,-105.9,1000.5,21.6,3.88
117.92,0.48471,0.91539,0.0015291,1.0358,4.5,0.2,0.6,-300.3,-278.1,-105.3,1000.6,21.6,3.88
117.93,0.47706,0.92406,0.0061162,1.04,0,-0.4,1,-273.9,-290.1,-95.7,1000.5,21.6,3.88
117.94,0.49592,0.94292,0.0071356,1.0654,-1.8,-0.6,0.1,-285.9,-275.7,-107.7,1000.5,21.6,3.88
117.95,0.51988,0.92151,0,1.058,-0.4,0.7,0.1,-290.7,-273.3,-109.5,1000.6,21.6,3.88
117.96,0.52956,0.9052,-0.0056065,1.0487,1.7,1.4,-1.5,-281.1,-280.5,-101.1,1000.6,21.6,3.88
117.97,0.51427,0.90775,0.0015291,1.0433,-1.3,0,-1.5,-305.1,-285.3,-110.1,1000.6,21.6,3.88
117.98,0.48675,0.92457,0.015291,1.045,-0.4,-1.2,-0.3,-288.3,-266.1,-101.7,1000.6,21.6,3.88
117.99,0.46789,0.94495,0.011723,1.0545,1.2,-1.8,0.9,-281.1,-280.5,-108.3,1000.6,21.6,3.88
118,0.4791,0.94546,-0.0015291,1.0599,1.3,-1.5,0.6,-281.1,-273.3,-111.9,1000.6,21.6,3.88
118.01,0.51478,0.91386,-0.011213,1.0489,0,2.4,-0.9,-295.5,-285.3,-105.9,1000.7,21.6,3.88
118.02,0.55199,0.90826,-0.0061162,1.0629,-3.7,2.1,-2.1,-285.9,-273.3,-100.5,1000.7,21.6,3.88
118.03,0.54077,0.921,0.0050968,1.068,-1.5,-0.9,-1.8,-300.3,-280.5,-108.3,1000.6,21.6,3.88
118.04,0.48777,0.93782,0.0040775,1.0571,2,-1.2,0.6,-295.5,-273.3,-110.1,1000.6,21.6,3.88
118.05,0.46942,0.93578,-0.0035678,1.0469,3.4,-0.6,1.7,-283.5,-282.9,-107.1,1000.6,21.6,3.88
118.06,0.49541,0.93119,-0.0081549,1.0548,-1.7,0.3,-0.7,-297.9,-285.3,-111.9,1000.6,21.6,3.88
118.07,0.53007,0.91692,-0.0030581,1.0591,-0.9,1.5,-1.1,-273.9,-270.9,-111.9,1000.6,21.6,3.88
118.08,0.52701,0.90826,0.0030581,1.0501,-0.9,2.2,-0.4,-278.7,-268.5,-102.3,1000.6,21.6,3.88
118.09,0.50153,0.93374,0.0158,1.06,0.3,0,0,-290.7,-280.5,-113.1,1000.7,21.6,3.88
118.1,0.48165,0.93221,0.012742,1.0494,0.1,-1,-0.1,-295.5,-268.5,-109.5,1000.6,21.6,3.88
118.11,0.48165,0.91131,0.0015291,1.0308,3.4,-0.7,0,-302.7,-273.3,-109.5,1000.6,21.6,3.88
118.12,0.51223,0.91947,-0.0035678,1.0525,-1.3,0.3,0.1,-307.5,-280.5,-102.9,1000.6,21.6,3.88
118.13,0.53211,0.92508,0.0015291,1.0672,-2,1.5,-0.5,-288.3,-290.1,-109.5,1000.6,21.6,3.88
118.14,0.52803,0.91998,0.0071356,1.0608,-0.9,-0.3,-1.3,-302.7,-275.7,-106.5,1000.5,21.6,3.88
118.15,0.48675,0.92202,0.0076453,1.0426,3.5,-2.4,-1,-295.5,-270.9,-105.3,1000.6,21.6,3.88
118.16,0.46738,0.92864,0,1.0396,0.6,-0.4,0.4,-305.1,-268.5,-99.3,1000.6,21.6,3.88
118.17,0.50408,0.93119,-0.0020387,1.0589,-2.3,0.9,0.3,-293.1,-275.7,-113.7,1000.6,21.6,3.88
118.18,0.53109,0.93221,-0.0035678,1.0729,-1.5,0.3,-1.5,-297.9,-273.3,-106.5,1000.6,21.6,3.88
118.19,0.51325,0.921,-0.0056065,1.0544,2.7,-0.2,-0.2,-309.9,-285.3,-106.5,1000.6,21.6,3.88
118.2,0.49032,0.91539,-0.0030581,1.0384,1.5,0.4,0,-290.7,-292.5,-110.7,1000.6,21.6,3.88
118.21,0.50255,0.9368,0.0035678,1.0631,-4,-0.5,-0.8,-297.9,-268.5,-112.5,1000.6,21.6,3.88
118.22,0.51784,0.93374,0.0030581,1.0677,0,0.4,-0.2,-295.5,-270.9,-101.1,1000.6,21.6,3.88
118.23,0.5,0.91641,-0.0030581,1.0439,3.1,0.8,0.4,-300.3,-273.3,-111.9,1000.6,21.6,3.88
118.24,0.50051,0.91845,-0.0010194,1.046,0.2,0.6,0,-290.7,-261.3,-108.9,1000.6,21.6,3.88
118.25,0.51376,0.92813,0.0076453,1.0609,-3.2,1.8,-0.3,-293.1,-287.7,-110.1,1000.6,21.6,3.88
118.26,0.51172,0.92202,0.014271,1.0546,0.8,-0.1,-0.7,-288.3,-266.1,-110.1,1000.5,21.6,3.88
118.27,0.4893,0.9159,0.0076453,1.0384,2.4,-2.4,-1.2,-302.7,-280.5,-109.5,1000.5,21.6,3.88
118.28,0.48114,0.92151,0.0030581,1.0396,1,-0.5,0.6,-290.7,-273.3,-101.7,1000.6,21.6,3.88
118.29,0.51988,0.93221,0.0045872,1.0674,-3.8,1.8,0.6,-293.1,-285.3,-107.1,1000.6,21.6,3.88
118.3,0.53721,0.93986,0.0045872,1.0826,-2,0.3,-1.1,-297.9,-270.9,-112.5,1000.6,21.6,3.88
118.31,0.50765,0.9159,-0.0035678,1.0472,4.5,-1,-1.3,-305.1,-280.5,-112.5,1000.6,21.6,3.88
118.32,0.48114,0.89144,-0.0066259,1.013,3,-0.4,-1,-309.9,-263.7,-108.9,1000.6,21.6,3.88
118.33,0.49949,0.93476,0.0076453,1.0599,-5.9,-0.5,-0.9,-285.9,-280.5,-108.9,1000.5,21.6,3.88
118.34,0.49796,0.96585,0.01682,1.0868,-3,0,0,-302.7,-280.5,-108.9,1000.6,21.6,3.88
118.35,0.50459,0.93629,-0.0045872,1.0636,5.6,0,1.2,-302.7,-278.1,-108.9,1000.6,21.6,3.88
118.36,0.51937,0.90214,-0.020387,1.0412,1.7,0.6,0,-305.1,-290.1,-106.5,1000.6,21.6,3.88
118.37,0.53211,0.91539,-0.0076453,1.0588,-3.1,2.1,-1.7,-312.3,-270.9,-108.9,1000.6,21.6,3.88
118.38,0.51886,0.92049,0.0061162,1.0567,-3,1,-1.2,-281.1,-275.7,-107.1,1000.6,21.6,3.88
118.39,0.49592,0.92355,0.013761,1.0484,3.2,-1.7,-0.7,-271.5,-278.1,-108.9,1000.6,21.6,3.88
118.4,0.47554,0.9368,0.0081549,1.0506,0.5,-0.9,1,-302.7,-282.9,-115.5,1000.5,21.6,3.88
118.41,0.48063,0.94393,0.0061162,1.0593,0.1,1.4,1.2,-293.1,-273.3,-108.3,1000.6,21.6,3.88
118.42,0.51733,0.92508,0,1.0599,-0.5,0.6,-0.3,-295.5,-273.3,-113.1,1000.5,21.6,3.88
118.43,0.52701,0.9001,-0.0050968,1.043,2.2,0.1,-1.5,-300.3,-275.7,-108.3,1000.6,21.6,3.88
118.44,0.50714,0.9001,-0.00050968,1.0331,-0.7,0.1,-1.1,-295.5,-278.1,-107.7,1000.6,21.6,3.88
118.45,0.49796,0.93068,0.015291,1.0556,-2.6,-0.4,-0.4,-293.1,-280.5,-110.7,1000.6,21.6,3.88
118.46,0.4842,0.9526,0.019878,1.0688,-0.7,-1.8,0.4,-297.9,-273.3,-101.7,1000.5,21.6,3.88
