Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
34.49,-0.98879,-0.08104,-0.025994,0.99244,-6.7,6.9,-9.1,14.1,-318.9,-89.7,998.3,27.39,3.94
34.5,-0.99185,-0.03211,-0.10499,0.9979,-5.6,2.6,-21,14.1,-309.3,-87.3,998.3,27.4,3.94
34.51,-0.92559,-0.0040775,-0.12844,0.93446,4.8,7.1,-24.8,-0.3,-297.3,-84.3,997.1,27.4,3.94
34.52,-0.92559,-0.0040775,-0.12844,0.93446,4.8,7.1,-24.8,-0.3,-297.3,-84.3,997.2,27.4,3.94
34.53,-1.0087,-0.012232,-0.1947,1.0274,4.9,5.2,-18.5,18.9,-306.9,-83.1,996.8,27.4,3.94
34.54,-0.94597,-0.009684,-0.077982,0.94923,5.8,1.3,-10.6,23.7,-280.5,-81.3,996.4,27.4,3.94
34.55,-0.96789,0.012232,-0.082569,0.97148,5.1,-1.1,-8.8,35.7,-294.9,-80.7,995.5,27.4,3.94
34.56,-1.0046,0.039755,-0.10754,1.0111,1.5,-0.8,-3.2,26.1,-302.1,-84.9,994.7,27.4,3.94
34.57,-1.0163,0.049439,-0.081549,1.0208,-2.8,0.7,3.9,18.9,-297.3,-83.7,994.5,27.4,3.94
34.58,-0.97452,-0.011723,-0.10194,0.9799,-8.2,4,9.1,16.5,-318.9,-79.5,994,27.4,3.94
34.59,-0.96075,-0.087666,-0.12436,0.97273,-9.7,0.9,11.1,23.7,-306.9,-82.5,994.3,27.4,3.94
34.6,-1.0117,-0.076453,-0.15902,1.027,-5.6,-6.4,10.1,35.7,-309.3,-80.1,994.4,27.4,3.94
34.61,-0.9526,-0.10041,-0.19266,0.97706,-3.9,-6.8,5.6,4.5,-299.7,-79.5,994.6,27.4,3.94
34.62,-1.026,-0.089195,-0.20948,1.051,0.5,-2.3,-1.4,11.7,-285.3,-81.3,994.7,27.4,3.94
34.63,-1.0214,-0.062181,-0.15138,1.0344,1.9,8.7,-12.1,4.5,-290.1,-83.7,994.9,27.4,3.94
34.64,-0.93884,-0.03211,-0.12538,0.94772,5.7,17.4,-19.6,23.7,-318.9,-78.3,995.5,27.4,3.94
34.65,-0.9577,-0.046891,-0.057085,0.96054,7.5,12.1,-16.9,18.9,-294.9,-81.9,995.9,27.4,3.94
34.66,-1.0326,-0.038736,-0.21305,1.0551,2.8,-3.9,-12.3,28.5,-297.3,-74.7,996.3,27.4,3.94
34.67,-0.94393,-0.052497,-0.1208,0.95308,5.3,4.3,-14,9.3,-323.7,-85.5,996,27.4,3.94
34.68,-0.97248,0.0050968,-0.081549,0.9759,11.5,0.7,-16.2,14.1,-314.1,-81.9,995.6,27.4,3.94
34.69,-1.0127,0.034149,-0.13558,1.0223,5.1,4.2,-15.4,4.5,-302.1,-84.9,995.3,27.4,3.94
34.7,-0.93476,0.04842,-0.074414,0.93897,5.1,2,-4.9,26.1,-299.7,-77.1,995.2,27.4,3.94
34.71,-0.95617,0.022936,-0.14985,0.96811,1.5,-1.6,10.4,35.7,-294.9,-84.3,994.9,27.4,3.94
34.72,-1.0571,-0.022936,-0.14628,1.0674,-5.3,-2.8,25,18.9,-299.7,-84.3,995.6,27.4,3.94
34.73,-1.0291,-0.14985,-0.14628,1.0501,-10.3,-0.3,25.4,16.5,-302.1,-78.9,995.6,27.4,3.94
34.74,-0.97452,-0.18451,-0.13965,1.0016,4.1,1.4,10.1,23.7,-304.5,-82.5,996.1,27.4,3.94
34.75,-0.9791,-0.14118,-0.15443,1.0012,11.4,3.2,-11.2,21.3,-304.5,-84.9,995.8,27.4,3.94
34.76,-0.88583,-0.068298,-0.16616,0.90386,14.2,4.4,-24.4,16.5,-304.5,-70.5,995.5,27.4,3.94
34.77,-0.95821,-0.0045872,-0.16259,0.97191,16.5,2.1,-24,26.1,-311.7,-77.7,995.9,27.4,3.94
34.78,-1.0861,-0.020897,-0.16055,1.0981,11.8,-0.7,-17,16.5,-302.1,-80.1,996.5,27.4,3.94
34.79,-0.94495,-0.0056065,-0.1213,0.95272,11.6,-4.2,-9.9,16.5,-309.3,-78.9,995.8,27.4,3.94
34.8,-0.96534,0.022936,-0.043323,0.96659,9,-3.7,-6.4,26.1,-302.1,-81.9,996.2,27.4,3.94
34.81,-0.98624,0.027013,-0.10703,0.9924,2.8,-0.2,-6,11.7,-311.7,-84.3,995,27.4,3.94
34.82,-0.94292,0.042813,-0.14628,0.95515,8.4,-0.3,6.2,26.1,-290.1,-83.1,995.3,27.4,3.94
34.83,-1.0178,0.013252,-0.16004,1.0304,7.6,-2.3,24.5,21.3,-285.3,-78.3,995.2,27.4,3.94
34.84,-1.0331,-0.025994,-0.12283,1.0407,-2.8,-4.3,34.6,35.7,-304.5,-81.3,995.2,27.4,3.94
34.85,-0.95872,-0.052497,-0.12691,0.9685,-7.2,-6.5,38,11.7,-306.9,-80.1,994.9,27.4,3.94
34.86,-0.95821,-0.078491,-0.070336,0.96398,-11.4,-5.9,33.4,14.1,-302.1,-77.7,994.4,27.4,3.94
34.87,-0.90265,-0.087156,-0.083078,0.91065,-14,-4.2,17.9,28.5,-294.9,-78.3,994,27.4,3.94
34.88,-1.0392,-0.14322,-0.18858,1.0659,-2.9,0,4.1,16.5,-304.5,-78.9,995.2,27.4,3.94
34.89,-1.0652,-0.16463,-0.29001,1.1162,7.3,-1.9,-4.7,16.5,-311.7,-81.3,996.2,27.4,3.94
34.9,-0.95158,-0.12538,-0.16106,0.97322,12.8,2.1,-15.6,16.5,-306.9,-82.5,996.8,27.4,3.94
34.91,-0.85984,-0.09633,-0.095311,0.87045,13.1,3.9,-32.7,18.9,-311.7,-83.7,996.5,27.4,3.94
34.92,-0.94292,-0.088175,-0.075433,0.95003,14.4,6.2,-46.5,14.1,-302.1,-87.3,996.1,27.4,3.94
34.93,-1.1371,-0.035168,-0.083078,1.1407,9.9,3.1,-55.7,21.3,-294.9,-76.5,996.3,27.4,3.94
34.94,-1.0336,0.022936,-0.13201,1.0423,15.9,-1,-48.1,18.9,-294.9,-77.1,996.8,27.4,3.94
34.95,-0.90826,-0.00050968,-0.1789,0.92571,22.5,-2.6,-25.6,23.7,-299.7,-82.5,997.1,27.4,3.94
34.96,-0.91081,0.010703,-0.12793,0.91981,11.1,-2.9,-10.9,26.1,-292.5,-86.7,996.5,27.4,3.94
34.97,-1.0107,0,-0.13201,1.0193,-5.3,0.4,-4.6,14.1,-292.5,-87.3,996.4,27.4,3.94
34.98,-1.0739,-0.046381,-0.11315,1.0808,-7.3,0.4,2.5,21.3,-299.7,-80.7,996.3,27.4,3.94
34.99,-0.92712,-0.06422,-0.086137,0.93332,-7.6,-0.9,3.4,30.9,-297.3,-80.7,995.9,27.4,3.94
35,-0.89144,-0.069827,-0.12385,0.9027,-4.3,1.1,-0.6,9.3,-290.1,-74.1,995.9,27.4,3.94
35.01,-0.9893,-0.11519,-0.18196,1.0125,-1.5,1,-1.1,26.1,-297.3,-78.3,996.3,27.4,3.94
35.02,-0.99847,-0.098369,-0.13965,1.013,4.3,-0.8,-2.2,21.3,-294.9,-82.5,996.2,27.4,3.94
35.03,-0.96177,-0.068807,-0.11876,0.97152,-1,-0.4,-6.2,4.5,-290.1,-80.7,995.9,27.4,3.94
35.04,-1.0586,-0.04842,-0.058614,1.0613,-1.2,-1.6,-9.8,26.1,-282.9,-77.7,995.7,27.4,3.94
35.05,-0.96381,-0.040775,-0.11009,0.97094,-4.5,0,-13.2,23.7,-290.1,-78.3,995.6,27.4,3.94
35.06,-0.89806,-0.056065,-0.14526,0.91146,0.7,0.1,-8.2,42.9,-287.7,-80.7,995,27.4,3.94
35.07,-0.94546,-0.038736,-0.21713,0.97085,4.2,-0.1,3.8,21.3,-297.3,-81.3,994.8,27.4,3.94
35.08,-1.0464,-0.069317,-0.15698,1.0604,-1.7,1.8,7.8,28.5,-294.9,-80.7,994.7,27.4,3.94
35.09,-1.001,-0.090724,-0.084608,1.0087,-9.2,1.3,7.8,35.7,-304.5,-81.3,994.6,27.4,3.94
35.1,-1.0224,-0.08002,-0.090724,1.0296,-9.3,-0.9,3.4,11.7,-285.3,-77.7,994.6,27.4,3.94
35.11,-0.96636,-0.038226,-0.092253,0.97151,0.6,-1.4,-0.4,16.5,-285.3,-84.3,994.3,27.4,3.94
35.12,-0.96024,-0.045872,-0.20285,0.98251,2.1,0.2,2.6,28.5,-287.7,-73.5,994.4,27.4,3.94
35.13,-1.0214,-0.08053,-0.22324,1.0486,2.7,-2.9,13.6,14.1,-280.5,-77.1,994.9,27.4,3.94
35.14,-0.99592,-0.092253,-0.13252,1.0089,1.8,-5.9,19.3,21.3,-304.5,-80.7,995.3,27.4,3.94
35.15,-0.95464,-0.09633,-0.061672,0.96147,-1.5,-4.9,12.9,21.3,-290.1,-85.5,995.8,27.4,3.94
35.16,-1.1035,-0.11519,-0.10499,1.1144,2.7,-3.2,1.7,33.3,-311.7,-83.1,996.8,27.4,3.94
35.17,-0.96126,-0.04893,-0.10601,0.96833,10.9,-6,-5,23.7,-294.9,-80.1,997.2,27.4,3.94
35.18,-0.76504,-0.0050968,-0.094292,0.77084,12.8,-4.2,-5.5,16.5,-297.3,-80.1,996.5,27.4,3.94
35.19,-0.93068,-0.076962,-0.16412,0.94817,2.2,0.8,-3.7,18.9,-294.9,-75.3,996.8,27.4,3.94
35.2,-1.0459,-0.11366,-0.14985,1.0626,-1.6,-0.8,-0.1,21.3,-297.3,-78.3,996.6,27.4,3.94
35.21,-0.95719,-0.06422,-0.061162,0.96129,-0.3,-2.7,-2,33.3,-297.3,-79.5,996,27.4,3.94
35.22,-0.92813,-0.057594,-0.057594,0.9317,-3.2,0.2,-9,26.1,-292.5,-79.5,994.9,27.4,3.94
35.23,-1.0499,-0.09633,-0.11417,1.0605,-2.6,1.5,-17.7,23.7,-290.1,-84.9,994.5,27.4,3.94
35.24,-1.0622,-0.094801,-0.19623,1.0843,2.3,0.6,-21.2,21.3,-278.1,-86.7,994.5,27.4,3.94
35.25,-0.88787,0.0066259,-0.12334,0.89642,8.7,-3.4,-12.8,38.1,-287.7,-85.5,994.2,27.4,3.94
35.26,-0.9419,-0.00050968,-0.092253,0.9464,0.6,-0.8,-4.4,6.9,-290.1,-81.9,993.6,27.4,3.94
35.27,-1.0703,-0.041794,-0.17431,1.0852,-6.3,3.4,3.1,26.1,-302.1,-81.9,993.2,27.4,3.94
35.28,-1.0433,-0.085627,-0.11468,1.0531,-6.3,3.6,10,30.9,-292.5,-83.1,993.4,27.4,3.94
35.29,-0.85678,-0.046381,-0.074924,0.8613,-4,3.2,8.8,11.7,-285.3,-80.1,992.3,27.4,3.94
35.3,-1.0438,-0.055556,-0.1422,1.0549,-5.4,4.3,8.1,21.3,-294.9,-83.7,992,27.4,3.94
35.31,-0.97044,-0.099898,-0.14934,0.98693,-4.1,2.1,11.4,21.3,-297.3,-80.7,992.5,27.4,3.94
35.32,-0.95973,-0.12283,-0.14271,0.97803,-3.2,-0.1,10.3,23.7,-294.9,-81.3,992.9,27.4,3.94
35.33,-0.98522,-0.09633,-0.14934,1.0011,-3.7,1.1,3.6,21.3,-287.7,-84.3,992.9,27.4,3.94
35.34,-1.001,-0.091233,-0.11264,1.0115,-1.4,2.6,-1.1,11.7,-292.5,-82.5,993.2,27.4,3.94
35.35,-0.92202,-0.022936,-0.062181,0.9244,-0.7,-0.7,-4.6,30.9,-282.9,-84.9,991.6,27.4,3.94
35.36,-1.0729,-0.024975,-0.11213,1.079,-0.7,-3.6,-2.8,26.1,-297.3,-81.9,991.9,27.4,3.94
35.37,-0.94546,-0.047401,-0.15545,0.95933,3.9,-9.3,5.7,6.9,-294.9,-78.3,992.3,27.4,3.94
35.38,-0.94801,-0.039246,-0.1998,0.96963,0.2,-9,14.3,26.1,-282.9,-78.3,992.7,27.4,3.94
35.39,-1.0153,-0.057085,-0.17023,1.031,-11.2,0.8,14.7,14.1,-292.5,-77.7,992.6,27.4,3.94
35.4,-1.0153,-0.057085,-0.17023,1.031,-11.2,0.8,14.7,14.1,-292.5,-77.7,992.3,27.4,3.94
35.41,-1.0153,-0.063201,-0.093782,1.0216,-7.2,6.7,15,6.9,-294.9,-78.3,992,27.4,3.94
35.42,-1.001,-0.027013,-0.027523,1.0018,-3.4,5.9,13.6,6.9,-309.3,-82.5,991,27.4,3.94
35.43,-0.84149,-0.023445,-0.014781,0.84194,-0.8,1.5,13,26.1,-292.5,-79.5,990.8,27.4,3.94
35.44,-0.95209,-0.084608,-0.090214,0.96009,-1.2,-4.6,12.8,33.3,-297.3,-78.9,991.5,27.4,3.94
35.45,-1.1106,-0.1631,-0.2263,1.1451,0.4,-14.5,11.4,11.7,-287.7,-81.9,992.2,27.4,3.94
35.46,-0.98624,-0.12538,-0.2472,1.0244,3.7,-12,2,6.9,-304.5,-84.3,990.7,27.4,3.94
35.47,-0.91335,-0.041284,-0.1422,0.92528,4.2,6.7,-12.2,14.1,-292.5,-77.1,990.8,27.4,3.94
35.48,-1.1035,-0.017329,-0.099388,1.1081,4.3,21.6,-21.8,23.7,-304.5,-77.7,991.3,27.4,3.94
35.49,-0.88073,-0.01631,-0.086137,0.88509,12,-5,-2.8,35.7,-285.3,-80.1,991.5,27.4,3.94
35.5,-0.88073,-0.01631,-0.086137,0.88509,12,-5,-2.8,35.7,-285.3,-80.1,991.5,27.42,3.94
35.51,-1.0321,-0.043323,-0.19062,1.0505,5,-13.9,5.3,16.5,-292.5,-78.9,992.7,27.42,3.94
35.52,-1.0224,-0.10347,-0.21254,1.0494,7.2,-7.5,6,16.5,-292.5,-85.5,992,27.42,3.94
35.53,-0.96687,-0.077982,-0.11264,0.97653,8.5,7.1,-2.1,21.3,-302.1,-81.3,991.7,27.42,3.94
35.54,-0.99847,-0.038226,-0.037207,0.99989,6.8,12.6,-8.6,9.3,-304.5,-80.1,990.7,27.42,3.94
35.55,-0.9103,0.0071356,-0.014781,0.91044,6.4,3.3,-4.2,21.3,-287.7,-80.1,991.9,27.42,3.94
35.56,-1.0657,-0.11978,-0.17482,1.0866,1.8,-12.1,7.3,11.7,-290.1,-83.1,993.2,27.42,3.94
35.57,-1.0291,-0.17431,-0.27676,1.0798,9.8,-15.1,8,21.3,-282.9,-84.9,994.8,27.42,3.94
35.58,-1.0596,-0.14985,-0.29664,1.1105,16.5,1.6,-7.4,21.3,-302.1,-86.7,994.7,27.42,3.94
35.59,-0.93425,-0.077472,0.053007,0.93895,24.3,15.7,-21.2,38.1,-299.7,-78.3,994.7,27.42,3.94
35.6,-0.87462,0.0010194,-0.043833,0.87572,24.8,-11.4,-24.9,28.5,-287.7,-84.9,994.6,27.42,3.94
35.61,-0.96381,-0.019878,-0.11366,0.97069,26.3,-2.8,-25.4,16.5,-292.5,-81.9,995.7,27.42,3.94
35.62,-1.0535,-0.067788,-0.27217,1.0902,23.7,-4.2,-11.7,21.3,-304.5,-77.7,996.2,27.42,3.94
35.63,-0.99796,-0.0045872,-0.13303,1.0068,16.9,-5.6,2.6,26.1,-292.5,-76.5,996.8,27.42,3.94
35.64,-0.91284,0.0035678,-0.010194,0.91291,7,-4.3,1.6,9.3,-287.7,-81.3,996.2,27.42,3.94
35.65,-0.94444,-0.020897,-0.054536,0.94625,4,-0.2,-1.5,18.9,-290.1,-83.7,996.3,27.42,3.94
35.66,-1.0357,-0.088685,-0.12538,1.047,-2,3.3,-3.2,18.9,-304.5,-81.3,996.6,27.42,3.94
35.67,-0.87615,-0.1264,-0.16106,0.89975,1.3,2.9,-2.3,30.9,-297.3,-85.5,996.2,27.42,3.94
35.68,-0.90265,-0.11519,-0.15596,0.92324,1.8,1.8,-2,18.9,-299.7,-81.9,995.9,27.42,3.94
35.69,-1.0494,-0.091743,-0.11927,1.0602,-7.7,0.7,-3.9,21.3,-287.7,-77.1,995.6,27.42,3.94
35.7,-1.0494,-0.055556,-0.062691,1.0528,-8.2,-1.7,-5.5,21.3,-282.9,-80.1,995.3,27.42,3.94
35.71,-0.95821,-0.073394,-0.079511,0.9643,-3.4,-0.5,-7.9,28.5,-292.5,-84.9,994.3,27.42,3.94
35.72,-0.98471,-0.06524,-0.12283,0.99448,-4.3,0.8,-10.3,23.7,-290.1,-82.5,994.2,27.42,3.94
35.73,-0.97146,-0.08002,-0.16972,0.98941,-4.8,1,-7.1,40.5,-292.5,-75.3,993.8,27.42,3.94
35.74,-0.95719,-0.090214,-0.15087,0.97319,-1.4,-0.3,0,14.1,-290.1,-81.3,994.4,27.42,3.94
35.75,-1.026,-0.10398,-0.14118,1.0409,-3.9,0,0.8,30.9,-302.1,-80.7,994.9,27.42,3.94
35.76,-1.0576,-0.10347,-0.10347,1.0677,-2,-2.3,-1.1,23.7,-304.5,-85.5,996.2,27.42,3.94
35.77,-1.0887,-0.10703,-0.12589,1.1012,-0.5,-4.5,-2.9,18.9,-280.5,-80.7,997.2,27.42,3.94
35.78,-0.94393,-0.038226,-0.074924,0.94767,5.9,-6.9,0.3,33.3,-297.3,-80.7,997.4,27.42,3.94
35.79,-0.82518,-0.029562,-0.091743,0.83079,0.3,-4.3,1.5,18.9,-290.1,-81.3,997.5,27.42,3.94
35.8,-0.95464,-0.10449,-0.14934,0.97188,-3.2,-0.7,2.1,28.5,-292.5,-80.7,998.1,27.42,3.94
35.81,-1.0352,-0.13812,-0.15291,1.0555,-1.3,-1,1,23.7,-278.1,-80.1,998.7,27.42,3.94
35.82,-1.054,-0.1055,-0.10652,1.0646,1.4,-5.7,0.3,23.7,-282.9,-81.9,999.3,27.42,3.94
35.83,-1.0148,-0.090724,-0.077472,1.0218,4.3,-9.5,-0.9,23.7,-294.9,-80.7,999.6,27.42,3.94
35.84,-0.93578,-0.057594,-0.056575,0.93926,7.8,-12.1,-6.5,33.3,-297.3,-74.7,999.5,27.42,3.94
35.85,-0.8945,-0.056065,-0.11009,0.90299,5.9,-11.1,-13.3,40.5,-290.1,-77.1,999.5,27.42,3.94
35.86,-0.91182,-0.088685,-0.15087,0.92847,8.1,-7.7,-12.3,40.5,-287.7,-81.9,999.6,27.42,3.94
35.87,-1.0015,-0.079001,-0.10194,1.0098,4.3,-7.3,-7.5,38.1,-287.7,-79.5,999.5,27.42,3.94
35.88,-1.0097,-0.063201,-0.062181,1.0136,1.5,-6.9,-5.6,4.5,-292.5,-84.3,999.5,27.42,3.94
35.89,-0.98165,-0.034659,-0.050968,0.98358,2.3,-5.2,-5.9,23.7,-270.9,-84.9,999.2,27.42,3.94
35.9,-0.9735,-0.058104,-0.091743,0.97953,1.5,-2.2,-7.4,23.7,-297.3,-83.7,999,27.42,3.94
35.91,-0.95515,-0.10347,-0.15902,0.97381,0.1,-0.2,-7,11.7,-287.7,-80.1,999.4,27.42,3.94
35.92,-0.98879,-0.11621,-0.15851,1.0081,0.9,-1.4,-3.2,28.5,-285.3,-84.3,999.3,27.42,3.94
35.93,-0.99286,-0.10245,-0.11672,1.0049,-4.9,-4.2,-0.9,38.1,-282.9,-76.5,999.2,27.42,3.94
35.94,-0.97044,-0.087666,-0.051988,0.97578,-10.4,-6.4,-2.4,40.5,-297.3,-77.7,999,27.42,3.94
35.95,-0.92508,-0.068298,-0.014271,0.9277,-9.6,-6.3,-6.4,28.5,-294.9,-78.9,998.4,27.42,3.94
35.96,-0.9735,-0.09684,-0.046891,0.97942,-8.1,-6.7,-11.2,33.3,-292.5,-84.3,998.4,27.42,3.94
35.97,-1.026,-0.15545,-0.14679,1.048,-2.1,-6.7,-15.1,33.3,-278.1,-78.9,998.5,27.42,3.94
35.98,-0.98726,-0.13863,-0.17023,1.0114,3.6,-9.2,-14.2,9.3,-292.5,-90.3,998.7,27.42,3.94
35.99,-0.9684,-0.090214,-0.10703,0.97846,-0.5,-11.8,-10.6,28.5,-280.5,-82.5,998.8,27.42,3.94
36,-1.0051,-0.059633,-0.051478,1.0082,-2.3,-12.4,-8.7,30.9,-292.5,-81.9,998.8,27.42,3.94
36.01,-0.98114,-0.043833,-0.045362,0.98317,0.1,-8.8,-7,30.9,-280.5,-83.7,999.2,27.42,3.94
36.02,-0.99745,-0.063201,-0.085627,1.0031,5.3,-6.4,-5.9,21.3,-287.7,-83.7,999.3,27.42,3.94
36.03,-0.89195,-0.10907,-0.1106,0.90537,4.4,-3.9,-4.2,28.5,-287.7,-83.7,999.1,27.42,3.94
36.04,-0.96789,-0.12895,-0.11927,0.9837,3,-2.8,-4.1,28.5,-282.9,-83.7,999.4,27.42,3.94
36.05,-1.0438,-0.10347,-0.086646,1.0525,-1.2,-3.7,-3.1,26.1,-280.5,-85.5,999.2,27.42,3.94
36.06,-1.0066,-0.11774,-0.055046,1.015,-2.2,-2.9,-0.7,16.5,-290.1,-77.1,999.5,27.42,3.94
36.07,-0.97503,-0.093782,-0.052497,0.98093,4.1,-1.7,0.1,23.7,-280.5,-86.1,999.3,27.42,3.94
36.08,-0.98267,-0.077982,-0.062181,0.98772,2.8,-0.5,0.6,23.7,-285.3,-89.7,999.5,27.42,3.94
36.09,-0.93782,-0.12385,-0.10805,0.95211,3.1,2.8,-0.4,30.9,-280.5,-78.9,999.3,27.42,3.94
36.1,-0.98165,-0.12946,-0.12895,0.99851,2.1,2.7,-1,35.7,-278.1,-81.9,999.6,27.42,3.94
36.11,-0.96483,-0.092253,-0.056065,0.97085,-2.1,0,-0.1,40.5,-292.5,-80.7,999.3,27.42,3.94
36.12,-0.96942,-0.098369,-0.050459,0.9757,-2,-0.3,-2.6,28.5,-290.1,-80.7,999.6,27.42,3.94
36.13,-1.0127,-0.12691,-0.099388,1.0255,-0.9,-0.6,-3.2,9.3,-285.3,-83.7,999.8,27.42,3.94
36.14,-0.98012,-0.11927,-0.089195,0.99137,-1.5,-1.8,-0.3,26.1,-275.7,-85.5,999.9,27.42,3.94
36.15,-0.93782,-0.12538,-0.10245,0.95169,-1.5,-1.6,-0.4,38.1,-278.1,-89.1,999.6,27.42,3.94
36.16,-0.98369,-0.11366,-0.089195,0.99424,-2.1,-2.4,-0.8,18.9,-294.9,-82.5,999.8,27.42,3.94
36.17,-1.0163,-0.061162,-0.04791,1.0193,-6,-3.9,0.3,23.7,-275.7,-86.1,999.6,27.42,3.94
36.18,-0.99134,-0.065749,-0.049439,0.99474,-6.8,-1.4,0.6,23.7,-275.7,-83.1,999.8,27.42,3.94
36.19,-0.96534,-0.097859,-0.071865,0.97295,-4.5,2.1,0,18.9,-294.9,-84.9,999.3,27.42,3.94
36.2,-0.95668,-0.11315,-0.091743,0.9677,-7.8,2.8,-1.6,28.5,-287.7,-78.3,999.6,27.42,3.94
36.21,-0.95107,-0.13354,-0.11111,0.96681,-7.3,2.6,-2.6,16.5,-273.3,-79.5,999.4,27.42,3.94
36.22,-0.98675,-0.13405,-0.12946,1.0042,-4.7,1.2,-2.6,23.7,-290.1,-81.9,999.3,27.42,3.94
36.23,-1.0092,-0.1208,-0.10958,1.0223,-8,-1,-1,18.9,-290.1,-83.7,999.6,27.42,3.94
36.24,-0.99541,-0.10041,-0.08002,1.0037,-9.5,-3.5,1,21.3,-280.5,-78.9,999.8,27.42,3.94
36.25,-0.99439,-0.055556,-0.037207,0.99664,-5.9,-4.7,2.4,26.1,-285.3,-77.1,999.8,27.42,3.94
36.26,-0.95566,-0.099898,-0.057085,0.96256,-10.2,-2.6,-0.1,30.9,-275.7,-85.5,999.8,27.42,3.94
36.27,-0.91081,-0.16871,-0.11213,0.93306,-4.9,-0.6,-2.4,9.3,-280.5,-78.9,999.8,27.42,3.94
36.28,-0.91896,-0.14985,-0.093782,0.93581,-4.3,-2.9,-4.2,18.9,-275.7,-80.7,999.6,27.42,3.94
36.29,-0.91896,-0.14985,-0.093782,0.93581,-4.3,-2.9,-4.2,18.9,-275.7,-80.7,999.6,27.42,3.94
36.3,-1.0489,-0.11162,-0.076962,1.0577,-14.8,-5.9,-6.9,21.3,-280.5,-82.5,999.6,27.42,3.94
36.31,-1.0392,-0.069827,-0.068807,1.0439,-15.1,-5.4,-4.8,23.7,-282.9,-84.9,999.6,27.42,3.94
36.32,-0.97503,-0.067788,-0.030581,0.97786,-12.3,-3.7,-2.4,30.9,-290.1,-82.5,999.7,27.42,3.94
36.33,-0.96228,-0.1208,-0.045362,0.9709,-13.2,-1.5,-5,9.3,-287.7,-79.5,999.4,27.42,3.94
36.34,-0.91692,-0.12946,-0.06473,0.92828,-2,-1,-7.6,23.7,-282.9,-72.9,999.5,27.42,3.94
36.35,-0.99083,-0.13609,-0.10041,1.0052,0.1,-2.2,-10.7,23.7,-278.1,-84.9,999.2,27.42,3.94
36.36,-0.99185,-0.12232,-0.099898,1.0043,-2.8,-5.1,-13.5,21.3,-282.9,-81.9,999.2,27.42,3.94
36.37,-1.0066,-0.074414,-0.047401,1.0105,-1.3,-7.6,-12.3,23.7,-263.7,-86.7,999.3,27.42,3.94
36.38,-1.0076,-0.085627,-0.028033,1.0117,2.8,-8.1,-11.5,30.9,-261.3,-82.5,999.1,27.42,3.94
36.39,-0.94241,-0.14781,-0.068807,0.9564,7.9,-7.1,-12.1,40.5,-292.5,-87.9,999.1,27.42,3.94
36.4,-0.91284,-0.16463,-0.11519,0.9347,13.7,-8.2,-11.7,47.7,-273.3,-83.7,999,27.42,3.94
36.41,-0.98879,-0.17023,-0.13812,1.0128,6.6,-10.5,-12.6,18.9,-268.5,-83.7,998.9,27.42,3.94
36.42,-0.98114,-0.1371,-0.11519,0.99735,4.1,-11.5,-10.3,14.1,-273.3,-85.5,998.8,27.42,3.94
36.43,-0.57747,-0.087666,-0.029562,0.58484,6.8,-10.9,-0.8,14.1,-273.3,-87.9,998.6,27.42,3.94
36.44,-0.48165,0.028542,-0.012232,0.48265,4.2,-16.4,42,30.9,-280.5,-81.9,998.3,27.42,3.94
36.45,-1.3012,0.33843,0.08002,1.3469,-14.2,-31.2,91.4,21.3,-292.5,-83.7,998.2,27.42,3.94
36.46,-0.31753,0.12742,0.052497,0.34615,-18,-28.4,85.3,26.1,-275.7,-83.1,998,27.42,3.94
36.47,0.17584,-0.043323,0.0035678,0.18113,-22.4,-22.1,99.8,16.5,-290.1,-91.5,998.1,27.42,3.94
36.48,0.19572,0.06371,0.045872,0.21088,-36.9,-19.6,133.7,35.7,-304.5,-82.5,998.3,27.42,3.94
36.49,0.17686,0.053007,0.014271,0.18518,-39.9,-8.5,134.1,21.3,-299.7,-88.5,998.5,27.42,3.94
36.5,0.16616,0.030071,-0.01631,0.16964,-39.4,-1.4,132.4,6.9,-314.1,-85.5,998.5,27.42,3.94
36.51,0.13914,0.029052,-0.027523,0.14478,-39.8,1.1,136,2.1,-314.1,-84.9,998.7,27.42,3.94
36.52,0.087156,0.0316,-0.015291,0.09396,-40.4,1.4,139.5,11.7,-330.9,-91.5,999.2,27.42,3.94
36.53,0.041284,0.0316,-0.010703,0.053081,-41.2,0.5,142.3,9.3,-345.3,-86.7,999.4,27.42,3.94
36.54,0.0316,0.0316,-0.0035678,0.044832,-41.6,0.7,144.5,-2.7,-335.7,-88.5,999.3,27.42,3.94
36.55,0.047401,0.024465,-0.0025484,0.053403,-41.8,1,146,-12.3,-345.3,-86.7,999.1,27.42,3.94
36.56,0.060143,0.014271,-0.0081549,0.062348,-41.9,1,147.7,-21.9,-347.7,-83.7,998.7,27.42,3.94
36.57,0.079511,0,-0.0066259,0.079786,-41.4,0.5,150.1,-26.7,-342.9,-92.7,998.5,27.42,3.94
36.58,0.072885,-0.0158,-0.0056065,0.074788,-40.3,-0.4,154.2,-14.7,-364.5,-88.5,998.5,27.42,3.94
