Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
0,-0.31651,1.0133,0.25229,1.0911,29.2,-38.3,24.5,-120.3,-359.7,-122.7,999.9,26.77,3.96
0.01,-0.31651,1.0133,0.25229,1.0911,29.2,-38.3,24.5,-120.3,-359.7,-122.7,999.9,26.77,3.96
0.02,-0.37971,1.0719,0.35729,1.1919,20.7,-39.5,29.6,-129.9,-362.1,-125.7,1000.6,26.77,3.96
0.03,-0.43884,1.0948,0.32773,1.2242,12.8,-45.3,28.4,-134.7,-364.5,-116.1,1000.4,26.77,3.96
0.04,-0.49796,1.1366,0.16769,1.2522,29.7,-54.7,26.2,-125.1,-378.9,-116.7,1000.4,26.77,3.96
0.05,-0.50204,1.1213,0.079511,1.2311,51.4,-72.8,29,-144.3,-359.7,-123.9,1000.4,26.77,3.96
0.06,-0.50255,1.1509,0.034659,1.2563,36.2,-99.5,37,-132.3,-366.9,-116.7,1000.2,26.77,3.96
0.07,-0.39857,1.2095,0.027013,1.2737,16.2,-126.2,49.6,-144.3,-366.9,-113.7,1000.3,26.77,3.96
0.08,-0.31855,1.2997,0.04842,1.339,13.8,-147.7,57.6,-163.5,-374.1,-120.3,1000.2,26.77,3.96
0.09,-0.29154,1.4241,0.088685,1.4563,-8,-147.4,65,-161.1,-369.3,-128.7,1000.1,26.77,3.96
0.1,-0.23598,1.605,0.085117,1.6245,-19.5,-140.8,69.2,-175.5,-376.5,-117.9,1000.2,26.77,3.96
0.11,-0.18451,1.8242,0.13812,1.8387,-1.8,-145.4,61.9,-170.7,-371.7,-116.1,1000.1,26.77,3.96
0.12,-0.13761,1.8919,0.20846,1.9084,4,-155.6,47.6,-175.5,-362.1,-117.3,999.9,26.77,3.96
0.13,-0.10398,1.8099,0.26504,1.8321,2.8,-168.3,32.6,-182.7,-383.7,-126.9,1000,26.77,3.96
0.14,-0.076453,1.6677,0.27931,1.6926,11.6,-165.4,20.5,-197.1,-374.1,-113.1,1000,26.77,3.96
0.15,-0.043833,1.5484,0.27931,1.574,10.9,-147.1,15.3,-187.5,-378.9,-125.1,1000,26.77,3.96
0.16,-0.034149,1.4185,0.1682,1.4288,-0.9,-125.4,15.8,-189.9,-376.5,-128.1,1000,26.77,3.96
0.17,-0.061162,1.2727,0.057594,1.2755,0.6,-106.3,18.4,-204.3,-381.3,-117.9,999.9,26.77,3.96
0.18,0.052497,1.2029,0.1371,1.2118,-34.8,-102.7,21,-211.5,-376.5,-118.5,999.9,26.77,3.96
0.19,0.11009,1.1611,0.2156,1.186,-97.6,-98.5,22.1,-209.1,-378.9,-123.9,999.8,26.77,3.96
0.2,0.15851,1.1519,0.21407,1.1823,-121,-74.6,19.6,-218.7,-371.7,-129.3,999.8,26.77,3.96
0.21,0.19062,1.0744,0.14067,1.1002,-105.1,-57.1,7.2,-206.7,-362.1,-132.9,999.9,26.77,3.96
0.22,0.15953,0.91081,0.057085,0.92643,-77.1,-58.8,-8.3,-228.3,-362.1,-132.9,999.9,26.77,3.96
0.23,0.12895,0.70948,0.11111,0.72961,-18.3,-74.6,-22.7,-223.5,-354.9,-125.1,999.8,26.77,3.96
0.24,0.158,0.54332,0.23089,0.61112,27.5,-88.2,-30.4,-223.5,-366.9,-135.3,999.9,26.77,3.96
0.25,0.20133,0.51784,0.35525,0.65946,27.4,-85,-26.9,-235.5,-357.3,-125.1,999.7,26.77,3.96
0.26,0.21662,0.52956,0.63405,0.85403,-10.3,-66.7,-20.9,-230.7,-374.1,-125.1,999.7,26.77,3.96
0.27,0.25841,0.62436,0.74822,1.0082,-39.3,-28.3,-12.2,-237.9,-378.9,-128.7,999.8,26.77,3.96
0.28,0.27829,0.63507,0.67686,0.96896,-40.8,31.4,-8.3,-230.7,-371.7,-131.1,999.7,26.77,3.96
0.29,0.15647,0.44801,0.49185,0.68345,-17.8,77.2,-13.2,-211.5,-364.5,-124.5,999.7,26.77,3.96
0.3,0.092253,0.39297,0.33945,0.52741,7.6,98.8,-6,-199.5,-362.1,-123.3,999.8,26.77,3.96
0.31,0.027523,0.45515,0.20693,0.50074,19.6,95.4,2.3,-213.9,-364.5,-125.7,999.6,26.77,3.96
0.32,-0.037207,0.47503,-0.014781,0.47671,-3.1,84.5,12.8,-225.9,-357.3,-126.3,999.8,26.77,3.96
0.33,-0.046891,0.65851,-0.014271,0.66033,-53.4,48.5,18.9,-211.5,-362.1,-127.5,999.6,26.77,3.96
0.34,0.010194,0.77064,0.074924,0.77434,-61,9.2,7.8,-206.7,-362.1,-125.1,999.7,26.77,3.96
0.35,0.033639,0.80122,0.19572,0.82547,-56.2,2.8,-2.6,-213.9,-354.9,-120.9,999.7,26.77,3.96
0.36,-0.0158,0.76351,0.27778,0.81262,-48.4,13.5,-10.1,-218.7,-335.7,-133.5,999.7,26.77,3.96
0.37,-0.084608,0.71814,0.27472,0.77354,-47.4,23.1,-10.2,-218.7,-354.9,-132.9,999.6,26.77,3.96
0.38,-0.19266,0.69164,0.19725,0.74458,-40,30.2,-5.9,-228.3,-352.5,-126.3,999.6,26.77,3.96
0.39,-0.22375,0.70438,0.16055,0.7563,-11.8,37.9,0.7,-216.3,-354.9,-128.1,999.6,26.77,3.96
0.4,-0.184,0.79969,0.14526,0.83335,-2.8,32.1,9.6,-206.7,-345.3,-133.5,999.6,26.77,3.96
0.41,-0.15138,0.89399,0.14016,0.91748,-5.6,23.9,12.8,-204.3,-342.9,-132.3,999.7,26.77,3.96
0.42,-0.14934,0.94444,0.11366,0.96291,-18.9,23.9,13.7,-209.1,-347.7,-129.9,999.5,26.77,3.96
0.43,-0.11978,0.99439,0.066769,1.0038,-38.7,18.1,14,-201.9,-345.3,-132.3,999.7,26.77,3.96
0.44,-0.11111,1.0117,0.079511,1.0209,-26.6,5.2,6.4,-204.3,-345.3,-131.1,999.6,26.77,3.96
0.45,-0.10041,0.97554,0.16871,0.99509,-10,-6.8,-1.3,-206.7,-350.1,-140.1,999.6,26.77,3.96
0.46,-0.084098,0.97197,0.2263,1.0015,-9.3,-19.6,-3.8,-206.7,-352.5,-133.5,999.7,26.77,3.96
0.47,-0.09633,0.94546,0.27931,0.99055,10.9,-27.4,-7.6,-197.1,-333.3,-127.5,999.6,26.77,3.96
0.48,-0.071356,0.88226,0.35627,0.95415,20.9,-34.8,-9.2,-218.7,-345.3,-136.5,999.6,26.77,3.96
0.49,-0.071865,0.8736,0.43221,0.97732,4.9,-33.1,-3,-213.9,-340.5,-131.7,999.5,26.77,3.96
0.5,-0.036188,0.92966,0.48267,1.0481,-6,-19.8,4.3,-213.9,-350.1,-128.1,1000,26.98,3.96
0.51,-0.030581,0.97706,0.45923,1.08,-1,-4.5,7.1,-204.3,-350.1,-132.9,1000.2,26.98,3.96
0.52,-0.044852,0.92559,0.38889,1.005,1,5.1,5.7,-211.5,-352.5,-131.1,1000.1,26.98,3.96
0.53,-0.054027,0.8736,0.31142,0.92902,-2.8,4.2,9.4,-213.9,-350.1,-127.5,1000.1,26.98,3.96
0.54,-0.038226,0.92151,0.29103,0.96713,-11,-4.2,18.1,-206.7,-347.7,-136.5,1000,26.98,3.96
0.55,-0.0158,0.97197,0.32263,1.0242,-4.2,-13.6,20.1,-204.3,-350.1,-127.5,1000,26.98,3.96
0.56,0.0030581,0.98471,0.3629,1.0495,17.3,-17.2,17.1,-221.1,-350.1,-135.3,1000.1,26.98,3.96
0.57,0.014271,0.99694,0.39195,1.0713,23.3,-17.4,14.9,-230.7,-342.9,-129.3,1000.1,26.98,3.96
0.58,0.023445,1.0122,0.38787,1.0843,22.3,-12.9,12.7,-211.5,-350.1,-134.1,1000.1,26.98,3.96
0.59,0.012742,1.0082,0.36137,1.071,20.9,-4.8,9.9,-211.5,-352.5,-129.3,1000,26.98,3.96
0.6,-0.0010194,1.025,0.34608,1.0818,9.3,2.5,8.4,-223.5,-352.5,-138.3,1000.1,26.98,3.96
0.61,0.0081549,1.026,0.34404,1.0822,1.2,6.6,6.3,-218.7,-350.1,-131.7,1000.1,26.98,3.96
0.62,-0.0066259,0.96636,0.29715,1.011,-4.2,9.2,4.1,-223.5,-352.5,-125.1,1000.1,26.98,3.96
0.63,-0.011723,0.93374,0.26504,0.9707,-15.3,9.5,7.1,-218.7,-347.7,-128.7,999.9,26.98,3.96
0.64,-0.00050968,0.99949,0.27625,1.037,-17.4,4.6,11.2,-209.1,-347.7,-129.9,1000,26.98,3.96
0.65,0.019368,1.0642,0.28186,1.1011,-1.7,-0.3,8.9,-223.5,-350.1,-137.1,999.9,26.98,3.96
0.66,0.023445,1.0836,0.26555,1.1159,8.5,-6.4,2.8,-218.7,-350.1,-134.1,1000.1,26.98,3.96
0.67,-0.0050968,1.054,0.24006,1.081,14,-12.2,-4.1,-218.7,-352.5,-123.9,1000,26.98,3.96
0.68,-0.034149,1.0117,0.24363,1.0412,20.1,-15.7,-8.4,-230.7,-340.5,-133.5,1000,26.98,3.96
0.69,-0.041284,1.0056,0.26606,1.041,20.9,-19.8,-7.9,-213.9,-347.7,-137.1,1000,26.98,3.96
0.7,-0.027523,1.0025,0.33435,1.0572,19.9,-21.2,-7.7,-242.7,-359.7,-130.5,1000.1,26.98,3.96
0.71,-0.0071356,0.99134,0.38889,1.0649,19.1,-18.1,-7.8,-233.1,-352.5,-132.9,999.9,26.98,3.96
0.72,0,0.99643,0.38889,1.0696,13.7,-8.1,-5.4,-240.3,-357.3,-135.9,1000,26.98,3.96
0.73,-0.029562,0.98216,0.32722,1.0357,4,3.9,-3.2,-233.1,-359.7,-135.9,1000,26.98,3.96
0.74,-0.042813,0.9735,0.28186,1.0144,-7,7.2,-0.5,-225.9,-352.5,-129.3,1000,26.98,3.96
0.75,-0.044343,1.0087,0.26351,1.0435,-6.2,2.3,0.2,-209.1,-352.5,-134.1,1000,26.98,3.96
0.76,-0.028033,1.0183,0.27931,1.0563,5.6,-2.6,-2.2,-221.1,-347.7,-130.5,1000.1,26.98,3.96
0.77,-0.041794,0.99592,0.29052,1.0383,1.8,-4.9,-3.9,-228.3,-352.5,-128.1,999.9,26.98,3.96
0.78,-0.045362,1,0.31448,1.0493,-3.9,-4.3,-2.8,-230.7,-362.1,-133.5,999.8,26.98,3.96
0.79,-0.021916,1.0255,0.33435,1.0788,0.1,-4.5,-3.2,-216.3,-347.7,-132.3,999.9,26.98,3.96
0.8,-0.0030581,1.027,0.32926,1.0785,14.5,-1,-6.4,-218.7,-357.3,-125.1,1000.1,26.98,3.96
0.81,-0.0071356,1.0041,0.33741,1.0593,20.2,1.9,-9.4,-213.9,-342.9,-132.3,1000,26.98,3.96
0.82,-0.029052,0.97197,0.32926,1.0266,5.3,1,-9,-201.9,-359.7,-129.3,1000,26.98,3.96
0.83,-0.029052,0.97197,0.32926,1.0266,5.3,1,-9,-201.9,-359.7,-129.3,1000,26.98,3.96
0.84,-0.033639,0.96432,0.31091,1.0138,-2.9,1,-6.3,-218.7,-354.9,-132.3,999.9,26.98,3.96
0.85,-0.04791,0.9475,0.28797,0.99146,-3.4,3.2,-4.8,-216.3,-347.7,-128.7,1000,26.98,3.96
0.86,-0.067788,0.93476,0.25025,0.97005,-6.5,4.1,-2.3,-225.9,-357.3,-124.5,1000,26.98,3.96
0.87,-0.06473,0.96636,0.24669,0.99945,-1.7,0.3,0.8,-216.3,-352.5,-128.1,1000,26.98,3.96
0.88,-0.042813,0.98471,0.26402,1.0204,1.9,-7.1,1.5,-223.5,-362.1,-128.1,999.9,26.98,3.96
0.89,-0.061672,0.97452,0.29715,1.0207,-4.3,-10.3,1.8,-218.7,-338.1,-127.5,999.9,26.98,3.96
0.9,-0.10347,0.97706,0.35627,1.0451,3.7,-9.8,1.3,-223.5,-357.3,-128.7,999.9,26.98,3.96
0.91,-0.08002,0.94495,0.33894,1.0071,28.5,-12,-1.8,-211.5,-357.3,-131.7,999.9,26.98,3.96
0.92,-0.053007,0.95668,0.31295,1.008,28,-11.8,2.7,-230.7,-357.3,-131.7,999.9,26.98,3.96
0.93,-0.042813,0.98369,0.32008,1.0353,6.5,-7,8.4,-230.7,-352.5,-125.1,1000,26.98,3.96
0.94,-0.039246,0.98216,0.31295,1.0316,1.4,-1.2,9.9,-233.1,-357.3,-125.7,999.8,26.98,3.96
0.95,-0.012742,0.99796,0.32365,1.0492,6.8,1.8,12.1,-235.5,-352.5,-131.7,999.9,26.98,3.96
0.96,-0.0010194,0.99541,0.32161,1.0461,3,2.4,12.4,-223.5,-362.1,-129.9,1000,26.98,3.96
0.97,0.014781,1.0076,0.263,1.0415,-1.9,4.5,13.1,-221.1,-354.9,-133.5,1000,26.98,3.96
0.98,0.019878,1.0872,0.18196,1.1025,12.5,2.6,11.7,-221.1,-357.3,-130.5,999.9,26.98,3.96
0.99,0.04842,1.0973,0.24618,1.1257,4.6,-20.1,-3.7,-209.1,-354.9,-125.1,1000,26.98,3.96
1,0.04842,1.0973,0.24618,1.1257,4.6,-20.1,-3.7,-209.1,-354.9,-125.1,1000.1,27.02,3.96
1.01,0.041794,1.0382,0.29409,1.0799,4.2,-20.4,-10.2,-221.1,-352.5,-128.1,1000,27.02,3.96
1.02,0.012742,0.98981,0.31855,1.0399,17.6,-12.3,-13.8,-225.9,-364.5,-129.9,1000.1,27.02,3.96
1.03,-0.018349,0.93884,0.33435,0.99677,17.3,-6.4,-13.5,-218.7,-352.5,-129.9,1000.1,27.02,3.96
1.04,-0.020897,0.87615,0.31855,0.93249,15.8,-5.1,-10.1,-216.3,-362.1,-128.1,1000.1,27.02,3.96
1.05,-0.024465,0.86544,0.32263,0.92395,7.5,0.2,-1.5,-228.3,-352.5,-134.1,1000,27.02,3.96
1.06,-0.018858,0.91641,0.31346,0.96872,1.5,5.3,6.4,-213.9,-359.7,-128.1,1000.1,27.02,3.96
1.07,-0.0091743,1.0082,0.30938,1.0546,0.9,9.6,9.9,-225.9,-369.3,-126.3,1000.1,27.02,3.96
1.08,0.03211,1.0754,0.3104,1.1198,-0.8,9.8,7.5,-218.7,-369.3,-132.3,1000.1,27.02,3.96
1.09,0.014271,1.0627,0.26555,1.0955,-7.1,10.1,1.7,-233.1,-362.1,-135.3,1000,27.02,3.96
1.1,-0.023955,1.0056,0.24312,1.0349,-4.8,13.1,-4,-216.3,-362.1,-132.3,1000,27.02,3.96
1.11,-0.037717,0.97859,0.23955,1.0082,7.3,9.8,-7,-235.5,-354.9,-126.3,1000.1,27.02,3.96
1.12,-0.035678,0.98369,0.22018,1.0087,21.7,6,-9.2,-225.9,-352.5,-134.7,1000,27.02,3.96
1.13,-0.040265,0.96534,0.20744,0.9882,31.2,3.1,-12.2,-223.5,-362.1,-130.5,1000,27.02,3.96
1.14,-0.034149,0.94597,0.2156,0.97083,32.1,-1.4,-12.6,-228.3,-374.1,-127.5,1000,27.02,3.96
1.15,-0.038736,0.95311,0.23955,0.98352,28,-4.2,-10.9,-221.1,-364.5,-127.5,1000,27.02,3.96
1.16,-0.035168,0.93731,0.25892,0.97305,17.1,-1.4,-9,-209.1,-362.1,-130.5,1000,27.02,3.96
1.17,-0.027523,0.93068,0.25637,0.96574,9.3,0.5,-6.7,-223.5,-369.3,-128.7,1000.1,27.02,3.96
1.18,-0.020387,0.92762,0.237,0.95764,14.6,4,-5.9,-199.5,-364.5,-128.7,999.9,27.02,3.96
1.19,-0.013761,0.92508,0.2156,0.94997,22.4,9.2,-6.2,-218.7,-354.9,-136.5,1000,27.02,3.96
1.2,-0.013252,0.92813,0.19521,0.94853,33.8,10.3,-8.1,-216.3,-359.7,-128.1,1000.1,27.02,3.96
1.21,-0.020897,0.94088,0.1789,0.95796,51.1,10.6,-11,-230.7,-371.7,-124.5,1000,27.02,3.96
1.22,-0.024465,0.95158,0.18451,0.96961,64.7,11.8,-14.3,-218.7,-381.3,-121.5,1000,27.02,3.96
1.23,0.0045872,0.96789,0.26656,1.0039,57.4,8.8,-15.3,-225.9,-371.7,-125.1,1000.1,27.02,3.96
1.24,-0.0076453,0.98063,0.30887,1.0282,39,1.5,-13.5,-221.1,-374.1,-126.3,1000.1,27.02,3.96
1.25,-0.030581,0.96381,0.32569,1.0178,43,8,-16,-199.5,-369.3,-128.7,1000.1,27.02,3.96
1.26,-0.049949,0.91081,0.29562,0.95888,56.7,24.3,-17,-216.3,-378.9,-125.1,1000,27.02,3.96
1.27,-0.057594,0.87513,0.22069,0.90436,53.7,37.7,-13,-209.1,-383.7,-122.1,1000,27.02,3.96
1.28,-0.052497,0.87105,0.13761,0.88341,43,43.9,-7.8,-221.1,-386.1,-121.5,1000.1,27.02,3.96
1.29,-0.040775,0.89348,0.085117,0.89845,39.9,46.4,-6.1,-197.1,-378.9,-119.7,1000,27.02,3.96
1.3,-0.034149,0.94648,0.058614,0.94891,54.5,47.3,-8.5,-206.7,-388.5,-115.5,999.9,27.02,3.96
1.31,-0.029562,0.98726,0.023445,0.98798,86.5,49.5,-16.7,-189.9,-376.5,-124.5,1000.1,27.02,3.96
1.32,-0.009684,0.9475,0.011213,0.94762,110.6,52.8,-27.8,-201.9,-388.5,-117.9,1000.1,27.02,3.96
1.33,0.012232,0.93833,0.014781,0.93852,98.1,47.8,-32.2,-182.7,-386.1,-122.7,1000,27.02,3.96
1.34,-0.011213,0.9684,-0.012742,0.96855,88.5,37.4,-29.3,-192.3,-398.1,-122.7,1000,27.02,3.96
1.35,-0.023955,0.96279,-0.037207,0.96381,105.4,31.1,-35,-182.7,-407.7,-117.3,1000,27.02,3.96
1.36,-0.030581,0.9103,-0.035168,0.91149,127.8,28.5,-46.7,-194.7,-407.7,-113.7,1000,27.02,3.96
1.37,-0.062181,0.8736,-0.024465,0.87615,130,26.6,-53.7,-180.3,-400.5,-116.1,1000,27.02,3.96
1.38,-0.077472,0.86442,-0.022426,0.86818,123.6,27.1,-55.3,-194.7,-402.9,-117.3,1000,27.02,3.96
1.39,-0.08104,0.84709,0.0025484,0.85097,122.6,28.5,-55.4,-187.5,-417.3,-110.1,999.9,27.02,3.96
1.4,-0.04842,0.85984,0.045872,0.86242,123.7,25.4,-49.2,-187.5,-412.5,-108.3,1000,27.02,3.96
1.41,-0.034149,0.86137,0.015291,0.86218,137.6,25.6,-39,-187.5,-419.7,-110.1,1000.1,27.02,3.96
1.42,-0.049439,0.8736,-0.041284,0.87597,140.3,40.6,-38.7,-173.1,-412.5,-108.3,1000,27.02,3.96
1.43,-0.057594,0.88226,-0.090724,0.88878,134.6,56.7,-46.5,-163.5,-429.3,-107.1,1000,27.02,3.96
1.44,-0.10703,0.88022,-0.12997,0.89618,129.1,59.2,-50.9,-173.1,-417.3,-102.3,1000,27.02,3.96
1.45,-0.16616,0.84709,-0.14985,0.87615,109.3,50.5,-50.1,-170.7,-414.9,-102.3,999.9,27.02,3.96
1.46,-0.16922,0.83588,-0.085117,0.85707,62.9,34.1,-43.1,-173.1,-424.5,-103.5,1000,27.02,3.96
1.47,-0.17125,0.86595,0.014271,0.88284,19.7,12.1,-31,-170.7,-434.1,-102.9,999.9,27.02,3.96
1.48,-0.17023,0.88277,0.030071,0.89954,4.5,3.5,-24.6,-153.9,-419.7,-101.7,1000,27.02,3.96
1.49,-0.16616,0.8787,0.041284,0.89522,2.1,19.5,-24.2,-165.9,-422.1,-95.7,999.9,27.02,3.96
1.5,-0.15138,0.86697,0.024975,0.88044,3.4,44.2,-20.9,-151.5,-417.3,-98.7,1000,27.04,3.96
1.51,-0.15392,0.87564,-0.038736,0.88991,4.9,66.2,-14.2,-168.3,-431.7,-98.7,1000.1,27.04,3.96
1.52,-0.15443,0.89297,-0.11621,0.91364,1.7,82,-7.8,-151.5,-422.1,-98.1,1000.1,27.04,3.96
1.53,-0.13558,0.94037,-0.18807,0.96853,-7.9,87.4,-2.9,-151.5,-422.1,-101.1,1000.1,27.04,3.96
1.54,-0.12844,1.0285,-0.24975,1.0662,-12.6,84.2,0.3,-153.9,-419.7,-97.5,1000.1,27.04,3.96
1.55,-0.09633,1.0856,-0.32416,1.1371,-6.4,78,0.3,-141.9,-412.5,-97.5,1000.1,27.04,3.96
1.56,-0.092762,1.1024,-0.37819,1.1692,6.2,70.1,-6.7,-146.7,-441.3,-92.1,1000,27.04,3.96
1.57,-0.1315,1.104,-0.36748,1.1709,7.6,59.7,-16.5,-129.9,-436.5,-96.9,1000.1,27.04,3.96
1.58,-0.12742,1.0581,-0.34047,1.1188,-9,42.8,-22.4,-129.9,-410.1,-98.1,1000.1,27.04,3.96
1.59,-0.12334,1.0031,-0.3104,1.0572,-37.8,23.9,-25.1,-144.3,-426.9,-97.5,1000,27.04,3.96
1.6,-0.13863,0.97044,-0.2528,1.0124,-62.2,11,-27.9,-139.5,-417.3,-103.5,1000,27.04,3.96
1.61,-0.14883,0.95464,-0.20183,0.98703,-65.6,4.7,-30.1,-146.7,-419.7,-103.5,1000.1,27.04,3.96
1.62,-0.18196,0.97146,-0.16106,1.0014,-42.2,8.4,-30.5,-134.7,-410.1,-101.7,1000,27.04,3.96
1.63,-0.20285,0.99541,-0.11672,1.0226,-12.3,21.9,-27.3,-139.5,-410.1,-99.9,1000.1,27.04,3.96
1.64,-0.19215,1.0087,-0.06422,1.0288,-1.9,35.1,-22,-132.3,-429.3,-100.5,1000,27.04,3.96
1.65,-0.17278,1.0097,-0.018858,1.0245,-6.8,39.8,-20.3,-125.1,-410.1,-105.3,1000,27.04,3.96
1.66,-0.18603,1.0219,-0.0316,1.0392,-12.9,43.2,-24.9,-132.3,-422.1,-100.5,1000,27.04,3.96
1.67,-0.20082,0.99949,-0.08053,1.0226,-17.8,54.7,-27.6,-149.1,-402.9,-98.7,1000,27.04,3.96
1.68,-0.20795,0.94292,-0.15138,0.97737,-27.8,67.6,-22.2,-149.1,-414.9,-96.9,1000.1,27.04,3.96
1.69,-0.20133,0.91488,-0.20489,0.95892,-48.5,73.4,-11.7,-129.9,-395.7,-103.5,1000.1,27.04,3.96
1.7,-0.2054,0.9317,-0.23955,0.98369,-66.5,70.7,-1.5,-134.7,-410.1,-106.5,1000,27.04,3.96
1.71,-0.2054,0.9317,-0.23955,0.98369,-66.5,70.7,-1.5,-134.7,-410.1,-106.5,1000.1,27.04,3.96
1.72,-0.184,0.96381,-0.28287,1.0212,-74,64,7.4,-132.3,-405.3,-96.9,1000.1,27.04,3.96
1.73,-0.16769,0.99286,-0.2895,1.0477,-84.9,53.5,16.3,-127.5,-405.3,-97.5,1000,27.04,3.96
1.74,-0.17125,1.028,-0.26249,1.0747,-96.4,38.8,22.1,-139.5,-402.9,-103.5,1000,27.04,3.96
1.75,-0.16106,1.0515,-0.23293,1.0889,-77.8,27.7,19,-139.5,-398.1,-102.9,1000.1,27.04,3.96
1.76,-0.15698,1.0688,-0.20591,1.0997,-39.6,27.8,13.8,-137.1,-395.7,-107.7,999.9,27.04,3.96
1.77,-0.15443,1.0815,-0.1682,1.1054,-1.8,34.8,13.3,-127.5,-412.5,-102.9,1000,27.04,3.96
1.78,-0.15087,1.0749,-0.12742,1.0929,25.7,41.8,13.5,-120.3,-407.7,-102.9,1000,27.04,3.96
1.79,-0.14118,1.0647,-0.081549,1.0771,39.8,45.6,10.7,-120.3,-405.3,-99.9,999.9,27.04,3.96
1.8,-0.12181,1.0815,-0.019878,1.0886,36.2,45.7,10.9,-132.3,-402.9,-104.1,1000.1,27.04,3.96
1.81,-0.12181,1.0265,-0.013761,1.0338,13.8,42.5,17.9,-125.1,-405.3,-95.1,1000,27.04,3.96
1.82,-0.19215,0.98981,-0.078491,1.0113,-23.4,43.7,23,-127.5,-410.1,-95.1,1000.1,27.04,3.96
1.83,-0.1947,0.97452,-0.15953,1.0065,-72.2,48.8,27.6,-141.9,-402.9,-92.7,1000,27.04,3.96
1.84,-0.18145,1.0102,-0.15545,1.0381,-119.2,46.2,30.3,-129.9,-407.7,-102.3,1000,27.04,3.96
1.85,-0.17278,1.0219,-0.13405,1.0451,-133.2,37.5,28.9,-115.5,-405.3,-99.3,1000.1,27.04,3.96
1.86,-0.18298,1.0041,-0.10347,1.0258,-136.1,32.5,27.1,-134.7,-402.9,-96.9,1000,27.04,3.96
1.87,-0.18502,0.9577,-0.028033,0.97581,-159.2,28.9,28.2,-129.9,-400.5,-105.9,1000.2,27.04,3.96
1.88,-0.17839,0.98012,0.03211,0.99674,-199.6,19.8,29.5,-134.7,-388.5,-110.7,1000,27.04,3.96
1.89,-0.14679,0.99286,0.083078,1.0071,-226,13.1,35.7,-139.5,-388.5,-105.9,1000,27.04,3.96
1.9,-0.17839,1.1142,-0.029562,1.1287,-227,15.9,45.9,-127.5,-383.7,-111.3,1000,27.04,3.96
1.91,-0.22732,1.2681,-0.057594,1.2896,-132.6,35.1,58.1,-139.5,-378.9,-115.5,1000.1,27.04,3.96
1.92,-0.12997,1.2951,0.082059,1.3042,-18.2,47.8,69.1,-132.3,-369.3,-111.3,1000,27.04,3.96
1.93,-0.15291,1.2997,0.06473,1.3103,43.9,45.7,67.8,-153.9,-393.3,-114.3,1000,27.04,3.96
1.94,-0.1208,1.2834,0.082569,1.2917,59.2,42,52.4,-132.3,-383.7,-108.3,1000.1,27.04,3.96
1.95,-0.082569,1.2635,0.14322,1.2743,22.6,30.6,35.6,-137.1,-395.7,-110.1,1000,27.04,3.96
1.96,-0.11774,1.2421,0.16157,1.2581,-25.9,17.6,22.6,-153.9,-386.1,-111.3,999.9,27.04,3.96
1.97,-0.13965,1.2222,0.19011,1.2448,-58.2,16.3,15.4,-141.9,-371.7,-106.5,1000.1,27.04,3.96
1.98,-0.14628,1.2064,0.22171,1.2353,-67.6,21.5,15.1,-137.1,-381.3,-116.7,1000,27.04,3.96
1.99,-0.14526,1.1876,0.2314,1.2186,-65.1,26.1,18.5,-144.3,-395.7,-107.1,1000,27.04,3.96
2,-0.16463,1.1651,0.22375,1.1978,-63.7,29.5,21.7,-151.5,-376.5,-114.3,1000.1,27.07,3.96
2.01,-0.18094,1.1555,0.20744,1.1878,-71.7,30.2,22.9,-151.5,-383.7,-118.5,1000.2,27.07,3.96
2.02,-0.19317,1.1764,0.17482,1.2049,-85,28.9,24.2,-129.9,-371.7,-114.9,1000.2,27.07,3.96
2.03,-0.20234,1.2319,0.16361,1.2591,-90.9,26.4,25.1,-129.9,-383.7,-110.7,1000.1,27.07,3.96
2.04,-0.22069,1.3191,0.17482,1.3488,-67.3,25,24.1,-149.1,-383.7,-107.1,1000,27.07,3.96
2.05,-0.20744,1.3354,0.18654,1.3642,-19,27.6,17.9,-141.9,-376.5,-110.7,1000.1,27.07,3.96
2.06,-0.17227,1.3119,0.2054,1.339,15.3,33.2,6.8,-144.3,-374.1,-111.3,1000.2,27.07,3.96
2.07,-0.16259,1.2844,0.2472,1.318,14.3,34.5,-0.2,-120.3,-374.1,-111.3,1000.1,27.07,3.96
2.08,-0.16514,1.2452,0.25127,1.2809,-9.3,31.9,-1.8,-132.3,-393.3,-113.1,1000.1,27.07,3.96
2.09,-0.17227,1.2192,0.23496,1.2535,-32.2,30.9,-2.6,-144.3,-390.9,-111.9,1000,27.07,3.96
2.1,-0.18451,1.2299,0.21865,1.2627,-34.6,31.7,-3.7,-146.7,-376.5,-116.7,1000.2,27.07,3.96
2.11,-0.19113,1.2263,0.21611,1.2598,-19.9,31.8,-3.7,-141.9,-371.7,-111.9,1000.1,27.07,3.96
2.12,-0.18705,1.1911,0.21916,1.2255,-7.6,29.2,-6.8,-149.1,-374.1,-112.5,1000.1,27.07,3.96
2.13,-0.19062,1.1453,0.19266,1.1769,-5.9,24.2,-12.5,-146.7,-376.5,-116.7,1000.1,27.07,3.96
