time,pres,P1,P2,P3,accmag,magx,magy,magz,absaccx,absaccy,absaccz
0.0,1000.0550740559896,1000.1123046875,1000.0421142578125,1000.0108032226562,-0.12865709512662704,46.0,30.875,-2.375,-0.31551178081793063,0.11290071857945039,-0.1344583518207454
0.01,1000.0317586263021,1000.0723266601562,999.9921264648438,1000.0308227539062,-0.06392364887574864,46.0,30.875,-2.375,-0.25783201244455345,0.2003673310802383,-0.06939530481099965
0.02,999.9917602539062,999.9523315429688,999.9821166992188,1000.0408325195312,0.248518642639036,46.25,30.5625,-1.6875,0.12047045040967319,-0.08580315558010065,0.2474311816381647
0.03,1000.041748046875,1000.0623168945312,1000.0021362304688,1000.060791015625,0.06165646459501595,46.25,30.5625,-1.6875,-0.042124837305616225,-0.11747820707545742,0.06086752640946358
0.04,999.9717610677084,999.9523315429688,999.97216796875,999.9907836914062,-0.17819345344232218,46.25,30.5625,-1.6875,-0.11046798120288415,0.1813475162720941,-0.180534425328565
0.051,1000.0317586263021,1000.0223388671875,1000.0121459960938,1000.060791015625,0.06584444154569802,46.25,30.5625,-1.6875,0.13426186048479005,0.2010021314422259,0.06288586633026405
0.061,1000.0084431966146,999.9623413085938,1000.0121459960938,1000.0508422851562,-0.05762075826057256,46.25,30.5625,-1.6875,-0.08714951871548982,0.10927406791159155,-0.0586224042866732
0.071,999.9917602539062,1000.0323486328125,999.9821166992188,999.9608154296875,-0.11574928391395112,45.5625,30.5625,-2.0625,-0.18853949154538618,-0.0067325242235636296,-0.11758520906269432
0.081,1000.0050862630209,1000.0023193359375,1000.0121459960938,1000.0007934570312,0.10742913788427622,45.5625,30.5625,-2.0625,-0.0135779638432445,0.00705589544845564,0.10741733306576862
0.092,1000.0084228515625,1000.0623168945312,999.9521484375,1000.0108032226562,0.14132667541673172,45.5625,30.5625,-2.0625,0.005499533086010366,-0.1279196665286193,0.14050294783694284
0.102,999.9784138997396,1000.0123291015625,999.9821166992188,999.9407958984375,0.08505425375184039,45.5625,30.5625,-2.0625,-0.09718785463379342,-0.2378499583951501,0.08171777816651549
0.112,999.9617716471354,999.9623413085938,999.9521484375,999.9708251953125,-0.11933970145140904,45.5625,30.5625,-2.0625,-0.18291521395607857,-0.0842899243338957,-0.12143280690973057
