time,pres,P1,P2,P3,accmag,magx,magy,magz,absaccx,absaccy,absaccz
0.0,957.93798828125,957.6324462890625,958.3133544921875,957.8681640625,1.1738885615725625,-1.0,26.6875,-58.6875,-1.7039915943958586,-1.372871115592364,0.9537096523106285
0.01,957.1646525065104,957.0524291992188,957.2833862304688,957.1581420898438,1.1738885615725625,-1.0,26.6875,-58.6875,-1.7039915943958586,-1.372871115592364,0.9537096523106285
0.02,956.7913208007812,956.7024536132812,957.0133666992188,956.6581420898438,1.0873894408354854,0.25,26.5,-59.0,-1.5602897364242692,-1.8772313249294044,0.8104799852146787
0.031,956.2246704101562,956.25244140625,956.6234130859375,955.7981567382812,0.9361804617087,0.25,26.5,-59.0,-1.525850964707299,-2.1193733774343815,0.614031362008367
0.041,955.7713012695312,955.7824096679688,956.1333618164062,955.3981323242188,0.8101740320138191,0.25,26.5,-59.0,-1.5828127462361699,-2.3617804430375067,0.42253602092357667
0.051,955.2113240559896,955.0624389648438,955.6033935546875,954.9681396484375,0.7128374287978989,0.25,26.5,-59.0,-1.6487791259281117,-2.4213582861471665,0.2968619757529183
0.062,954.7113240559896,954.6224365234375,955.1333618164062,954.378173828125,-0.48231545154673405,0.25,26.5,-59.0,-1.537132792914639,-1.819753793846379,-0.7916066873205221
0.072,954.0813191731771,954.0524291992188,954.453369140625,953.7381591796875,-1.4045554844921693,-1.875,25.375,-58.875,-0.3102131886953696,-1.1876570713120234,-1.4946686198442674
0.082,953.3513387044271,953.3824462890625,953.6734008789062,952.9981689453125,-0.5538616071548415,-1.875,25.375,-58.875,-0.20517730175447735,-1.7544834651189758,-0.7239784287637185
0.092,952.4146728515625,952.2724609375,952.7933959960938,952.1781616210938,1.6586485804758695,-1.875,25.375,-58.875,-0.4712399429440177,-3.017750121855067,1.2444569012081743
0.103,951.8080037434896,951.7024536132812,952.223388671875,951.4981689453125,2.3472773491193895,-1.875,25.375,-58.875,-0.3675439521790169,-3.580475417333659,1.8022564462079185
0.113,951.111328125,951.012451171875,951.5233764648438,950.7981567382812,2.6720869535764855,-1.375,23.5,-59.1875,-0.4095851513652069,-3.9976765157412033,2.007500463123188
0.123,950.41796875,950.232421875,950.8133544921875,950.2081298828125,2.458700228068855,-1.375,23.5,-59.1875,-0.31043701209664176,-4.1733400399645095,1.722903669872835
0.133,949.7513224283854,949.4124145507812,950.2733764648438,949.5681762695312,1.643291738926898,-1.375,23.5,-59.1875,-0.10103567048958118,-4.275355140263322,0.8149245585502332
0.143,949.1546630859375,948.8024291992188,949.6234130859375,949.0381469726562,1.4477527755222557,-1.375,23.5,-59.1875,0.350416449244515,-4.404304492496507,0.5445307862912365
0.154,948.4446818033854,947.3924560546875,949.243408203125,948.6981811523438,1.1555229763134545,-1.375,23.5,-59.1875,0.4893605020552778,-4.536744380786023,0.16101654128068077
0.164,948.0679931640625,947.00244140625,948.5933837890625,948.608154296875,0.6611696308463006,-3.6875,17.1875,-58.5,0.39996212329511893,-4.5188005964164715,-0.3725286804296317
