Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V),time
84.09,7.495,1.47,6.855,0.453,1.4,0.1,-2.3,-405.9,-280.5,-82.5,1000.6,20.27,3.86,84.09
84.1,7.595,1.62,6.46,0.291,-2.3,-4.5,-1.1,-410.7,-299.7,-84.3,1000.6,20.27,3.86,84.1
84.11,7.55,1.34,5.96,-0.098,-3.1,-3.9,0.0,-405.9,-275.7,-83.1,1000.6,20.27,3.86,84.11
84.12,7.66,0.995,6.0,-0.029,0.4,1.7,1.7,-413.1,-266.1,-88.5,1000.6,20.27,3.86,84.12
84.13,7.685,0.965,6.535,0.324,2.1,5.7,1.9,-398.7,-268.5,-76.5,1000.5,20.27,3.86,84.13
84.14,7.53,1.185,6.86,0.445,1.8,2.9,-1.0,-403.5,-280.5,-86.7,1000.6,20.27,3.86,84.14
84.15,7.445,1.505,6.705,0.322,-0.4,-3.1,-3.4,-403.5,-278.1,-88.5,1000.5,20.27,3.86,84.15
84.16,7.58,1.47,6.32,0.168,-1.4,-4.2,-1.8,-420.3,-273.3,-85.5,1000.6,20.27,3.86,84.16
84.17,7.725,1.24,6.055,0.083,-2.1,-1.6,0.9,-410.7,-278.1,-84.3,1000.6,20.27,3.86,84.17
84.18,7.735,0.93,6.19,0.14,0.1,2.0,1.7,-398.7,-275.7,-76.5,1000.4,20.27,3.86,84.18
84.19,7.62,0.91,6.565,0.289,2.6,3.7,0.2,-398.7,-282.9,-88.5,1000.5,20.27,3.86,84.19
84.2,7.495,1.245,6.86,0.426,2.4,2.1,-1.5,-386.7,-278.1,-81.9,1000.4,20.27,3.86,84.2
84.21,7.425,1.53,6.72,0.321,-0.9,-1.5,-1.7,-393.9,-275.7,-77.1,1000.5,20.27,3.86,84.21
84.22,7.6,1.5,6.315,0.184,-2.0,-3.6,-0.4,-410.7,-275.7,-87.3,1000.6,20.27,3.86,84.22
84.23,7.68,1.215,6.005,0.014,-1.6,-1.6,0.3,-391.5,-280.5,-84.3,1000.6,20.27,3.86,84.23
84.24,7.785,0.965,6.18,0.176,1.4,1.8,1.4,-410.7,-266.1,-83.1,1000.5,20.27,3.86,84.24
84.25,7.56,0.97,6.565,0.25,2.4,4.5,0.7,-410.7,-270.9,-87.3,1000.6,20.27,3.86,84.25
84.26,7.475,1.305,6.775,0.362,1.5,2.3,-1.0,-413.1,-268.5,-87.3,1000.5,20.27,3.86,84.26
84.27,7.44,1.51,6.55,0.217,0.7,-1.6,-2.0,-408.3,-268.5,-85.5,1000.5,20.27,3.86,84.27
84.28,7.64,1.47,6.285,0.192,-3.5,-3.7,-1.5,-391.5,-268.5,-85.5,1000.5,20.27,3.86,84.28
84.29,7.78,1.135,6.135,0.163,-3.1,-2.6,-0.1,-403.5,-280.5,-85.5,1000.5,20.27,3.86,84.29
84.3,7.765,0.91,6.255,0.202,-0.6,0.2,1.1,-403.5,-263.7,-82.5,1000.5,20.27,3.86,84.3
84.31,7.465,1.025,6.6,0.207,3.0,3.8,0.1,-389.1,-273.3,-89.7,1000.6,20.27,3.86,84.31
84.32,7.395,1.35,6.845,0.357,2.0,2.6,-1.2,-408.3,-280.5,-80.1,1000.5,20.27,3.86,84.32
84.33,7.485,1.5,6.63,0.301,-0.6,-1.4,-1.7,-403.5,-261.3,-83.1,1000.5,20.27,3.86,84.33
84.34,7.71,1.355,6.22,0.188,-3.3,-3.9,-0.9,-398.7,-273.3,-83.1,1000.5,20.27,3.86,84.34
84.35,7.825,1.09,6.065,0.15,-1.0,-1.3,0.3,-405.9,-285.3,-87.9,1000.5,20.27,3.86,84.35
84.36,7.79,0.93,6.27,0.233,0.8,2.7,1.8,-401.1,-273.3,-78.9,1000.6,20.27,3.86,84.36
84.37,7.455,1.09,6.6,0.206,1.9,3.3,0.9,-405.9,-270.9,-81.3,1000.5,20.27,3.86,84.37
84.38,7.305,1.425,6.74,0.231,2.0,0.9,-2.3,-405.9,-266.1,-79.5,1000.6,20.27,3.86,84.38
84.39,7.525,1.58,6.51,0.265,2.9,-1.0,-2.3,-396.3,-278.1,-78.3,1000.5,20.27,3.86,84.39
84.4,7.735,1.435,6.235,0.228,-2.8,-1.4,0.0,-408.3,-280.5,-78.9,1000.5,20.27,3.86,84.4
84.41,7.79,1.03,6.11,0.144,-4.2,-1.5,2.1,-405.9,-270.9,-85.5,1000.6,20.27,3.86,84.41
84.42,7.68,0.815,6.255,0.128,0.1,0.0,0.4,-401.1,-282.9,-83.7,1000.5,20.27,3.86,84.42
84.43,7.43,1.04,6.665,0.225,4.2,2.7,-1.8,-415.5,-263.7,-85.5,1000.5,20.27,3.86,84.43
84.44,7.435,1.53,6.79,0.375,2.9,2.3,-1.5,-398.7,-278.1,-83.7,1000.7,20.27,3.86,84.44
84.45,7.595,1.56,6.5,0.308,0.1,-1.3,-0.6,-413.1,-273.3,-80.1,1000.5,20.27,3.86,84.45
84.46,7.68,1.305,6.11,0.09,-5.1,-4.2,-0.5,-410.7,-278.1,-83.1,1000.5,20.27,3.86,84.46
84.47,7.69,0.95,6.12,0.064,-2.3,-1.0,0.4,-405.9,-285.3,-80.1,1000.5,20.27,3.86,84.47
84.48,7.75,0.92,6.515,0.356,2.7,3.2,0.6,-403.5,-278.1,-78.3,1000.6,20.27,3.86,84.48
84.49,7.54,1.19,6.775,0.396,2.0,2.5,-0.3,-401.1,-278.1,-84.9,1000.5,20.27,3.86,84.49
84.5,7.33,1.47,6.66,0.202,-0.6,-0.9,-0.8,-415.5,-263.7,-86.7,1000.5,20.27,3.86,84.5
84.51,7.425,1.47,6.345,0.067,0.6,-1.5,-1.4,-420.3,-275.7,-83.1,1000.5,20.28,3.86,84.51
84.52,7.81,1.34,6.21,0.258,-1.4,-1.0,-0.6,-403.5,-273.3,-79.5,1000.8,20.28,3.86,84.52
84.53,7.85,1.005,6.24,0.268,-0.7,0.4,1.0,-413.1,-285.3,-84.3,1000.6,20.28,3.86,84.53
84.54,7.67,0.93,6.415,0.232,0.0,1.7,1.0,-405.9,-280.5,-80.7,1000.5,20.28,3.86,84.54
84.55,7.455,1.125,6.665,0.253,2.7,1.7,-0.9,-396.3,-266.1,-83.1,1000.5,20.28,3.86,84.55
84.56,7.37,1.455,6.685,0.246,0.1,0.2,-2.1,-408.3,-268.5,-83.1,1000.6,20.28,3.86,84.56
84.57,7.54,1.53,6.385,0.188,-1.6,-2.6,-1.0,-408.3,-270.9,-83.7,1000.6,20.28,3.86,84.57
84.58,7.645,1.29,6.075,0.04,-1.6,-2.4,-0.7,-393.9,-287.7,-86.1,1000.5,20.28,3.86,84.58
84.59,7.82,1.09,6.17,0.21,1.4,1.7,0.9,-405.9,-280.5,-86.7,1000.6,20.28,3.86,84.59
84.6,7.675,0.965,6.475,0.278,1.4,4.0,1.7,-393.9,-268.5,-83.7,1000.6,20.28,3.86,84.6
84.61,7.51,1.13,6.675,0.301,-1.2,0.1,0.1,-391.5,-268.5,-86.1,1000.6,20.28,3.86,84.61
84.62,7.27,1.35,6.565,0.078,-0.9,-2.6,-2.6,-401.1,-280.5,-83.1,1000.6,20.28,3.86,84.62
84.63,7.48,1.535,6.43,0.173,0.0,-1.0,-2.6,-415.5,-290.1,-81.3,1000.6,20.28,3.86,84.63
84.64,7.79,1.37,6.335,0.324,1.0,-0.1,-0.2,-398.7,-273.3,-82.5,1000.5,20.28,3.86,84.64
84.65,7.87,1.075,6.225,0.282,-1.7,-0.3,1.0,-408.3,-273.3,-83.1,1000.6,20.28,3.86,84.65
84.66,7.665,0.84,6.325,0.163,-0.2,1.2,1.1,-410.7,-268.5,-82.5,1000.5,20.28,3.86,84.66
84.67,7.505,1.035,6.62,0.251,1.0,2.4,-0.1,-403.5,-278.1,-85.5,1000.6,20.28,3.86,84.67
84.68,7.42,1.39,6.745,0.313,0.9,0.3,-1.7,-401.1,-278.1,-86.7,1000.6,20.28,3.86,84.68
84.69,7.515,1.53,6.525,0.259,-1.1,-3.1,-2.0,-408.3,-268.5,-81.3,1000.5,20.28,3.86,84.69
84.7,7.705,1.4,6.24,0.203,-0.7,-2.4,-0.7,-415.5,-278.1,-89.7,1000.5,20.28,3.86,84.7
84.71,7.75,1.13,6.185,0.17,1.0,1.6,0.9,-415.5,-280.5,-87.3,1000.6,20.28,3.86,84.71
84.72,7.67,0.965,6.42,0.239,0.6,3.1,2.2,-413.1,-280.5,-87.9,1000.5,20.28,3.86,84.72
84.73,7.44,1.03,6.6,0.189,0.3,1.3,0.3,-403.5,-273.3,-86.7,1000.4,20.28,3.86,84.73
84.74,7.38,1.34,6.65,0.214,1.0,-0.2,-2.7,-403.5,-263.7,-81.9,1000.5,20.28,3.86,84.74
84.75,7.62,1.5,6.51,0.324,1.0,-0.7,-2.1,-401.1,-280.5,-83.7,1000.5,20.28,3.86,84.75
84.76,7.845,1.335,6.23,0.296,-1.5,-1.4,0.1,-415.5,-287.7,-86.7,1000.7,20.28,3.86,84.76
84.77,7.695,1.035,6.075,0.048,-1.7,-0.9,1.2,-410.7,-282.9,-81.3,1000.5,20.28,3.86,84.77
84.78,7.695,1.035,6.075,0.048,-1.7,-0.9,1.2,-410.7,-282.9,-81.3,1000.5,20.28,3.86,84.78
84.79,7.535,1.02,6.325,0.081,1.3,1.9,0.6,-405.9,-270.9,-79.5,1000.5,20.28,3.86,84.79
84.8,7.44,1.24,6.76,0.319,3.1,3.4,-0.6,-396.3,-273.3,-84.3,1000.5,20.28,3.86,84.8
84.81,7.44,1.425,6.785,0.36,-0.4,0.0,-0.8,-403.5,-268.5,-85.5,1000.5,20.28,3.86,84.81
84.82,7.59,1.35,6.33,0.165,-3.7,-3.7,-1.1,-403.5,-273.3,-83.7,1000.6,20.28,3.86,84.82
84.83,7.825,1.075,6.015,0.118,-1.8,-2.9,-1.3,-403.5,-273.3,-87.9,1000.6,20.28,3.86,84.83
84.84,7.9,1.015,6.235,0.305,0.2,0.7,-0.3,-403.5,-268.5,-86.1,1000.4,20.28,3.86,84.84
84.85,7.495,1.115,6.625,0.255,1.9,2.4,0.6,-401.1,-275.7,-83.7,1000.5,20.28,3.86,84.85
84.86,7.275,1.41,6.76,0.221,1.6,0.9,-0.4,-415.5,-282.9,-84.9,1000.5,20.28,3.86,84.86
84.87,7.34,1.465,6.495,0.1,2.3,0.0,-1.1,-401.1,-282.9,-87.9,1000.5,20.28,3.86,84.87
84.88,7.76,1.375,6.335,0.301,-1.8,-0.3,0.2,-398.7,-282.9,-74.7,1000.5,20.28,3.86,84.88
84.89,7.835,1.05,6.255,0.27,-2.3,-0.6,-0.2,-413.1,-275.7,-79.5,1000.7,20.28,3.86,84.89
84.9,7.815,0.95,6.29,0.267,-1.6,-1.1,0.0,-393.9,-280.5,-83.7,1000.6,20.28,3.86,84.9
84.91,7.47,1.06,6.465,0.126,2.3,1.5,0.0,-391.5,-266.1,-80.7,1000.6,20.28,3.86,84.91
84.92,7.415,1.425,6.67,0.265,1.8,1.8,-0.6,-415.5,-280.5,-86.7,1000.5,20.28,3.86,84.92
84.93,7.44,1.49,6.57,0.227,0.1,-1.0,-0.9,-401.1,-278.1,-87.9,1000.5,20.28,3.86,84.93
84.94,7.53,1.315,6.285,0.086,-2.4,-2.1,-0.8,-391.5,-280.5,-84.9,1000.5,20.28,3.86,84.94
84.95,7.855,1.105,6.195,0.255,1.0,0.9,-0.2,-405.9,-278.1,-85.5,1000.5,20.28,3.86,84.95
84.96,7.895,1.085,6.37,0.392,1.1,3.1,0.8,-405.9,-268.5,-84.3,1000.6,20.28,3.86,84.96
84.97,7.66,1.085,6.535,0.317,-0.9,0.4,1.0,-398.7,-270.9,-85.5,1000.5,20.28,3.86,84.97
84.98,7.33,1.2,6.48,0.047,-2.4,-2.8,-0.7,-398.7,-280.5,-77.7,1000.5,20.28,3.86,84.98
84.99,7.31,1.46,6.465,0.057,1.2,-1.5,-2.3,-401.1,-282.9,-85.5,1000.6,20.28,3.86,84.99
85.0,7.57,1.54,6.52,0.299,3.4,1.7,-1.8,-405.9,-270.9,-83.7,1000.5,20.28,3.86,85.0
85.01,7.85,1.32,6.44,0.429,-0.6,1.0,1.0,-393.9,-270.9,-81.3,1000.5,20.28,3.86,85.01
85.02,7.78,0.915,6.23,0.199,-3.0,-0.6,2.0,-398.7,-270.9,-80.7,1000.7,20.28,3.86,85.02
85.03,7.68,0.78,6.3,0.154,-0.6,-0.1,-0.3,-398.7,-268.5,-86.7,1000.6,20.28,3.86,85.03
85.04,7.475,1.125,6.63,0.245,2.4,1.2,-2.0,-405.9,-275.7,-83.7,1000.5,20.28,3.86,85.04
85.05,7.445,1.525,6.725,0.338,1.2,0.0,-1.7,-415.5,-275.7,-80.7,1000.6,20.28,3.86,85.05
85.06,7.5,1.54,6.44,0.195,-0.9,-2.1,-1.2,-398.7,-268.5,-75.9,1000.6,20.28,3.86,85.06
85.07,7.68,1.285,6.13,0.1,-1.2,-1.8,-0.3,-405.9,-270.9,-79.5,1000.6,20.28,3.86,85.07
85.08,7.78,1.03,6.225,0.207,1.1,1.9,1.1,-408.3,-266.1,-82.5,1000.6,20.28,3.86,85.08
85.09,7.725,0.995,6.55,0.367,1.4,3.4,1.9,-396.3,-273.3,-83.1,1000.6,20.28,3.86,85.09
85.1,7.365,1.185,6.685,0.207,-0.2,1.4,0.1,-408.3,-270.9,-81.3,1000.6,20.28,3.86,85.1
85.11,7.34,1.47,6.56,0.143,-0.3,-1.1,-1.7,-413.1,-275.7,-81.3,1000.5,20.28,3.86,85.11
85.12,7.6,1.415,6.31,0.169,0.7,-2.0,-2.5,-405.9,-282.9,-85.5,1000.6,20.28,3.86,85.12
85.13,7.94,1.21,6.155,0.309,-2.4,-1.8,-1.2,-405.9,-261.3,-87.3,1000.7,20.28,3.86,85.13
85.14,7.815,0.925,6.205,0.212,-1.7,-0.1,1.0,-401.1,-275.7,-84.9,1000.6,20.28,3.86,85.14
85.15,7.485,1.025,6.555,0.192,0.7,2.5,0.9,-398.7,-273.3,-78.3,1000.5,20.28,3.86,85.15
85.16,7.305,1.34,6.79,0.253,3.5,2.3,-0.8,-415.5,-270.9,-82.5,1000.6,20.28,3.86,85.16
85.17,7.515,1.505,6.6,0.304,1.1,-0.5,-1.7,-398.7,-287.7,-81.9,1000.5,20.28,3.86,85.17
85.18,7.615,1.41,6.22,0.123,-3.1,-2.8,-1.1,-413.1,-290.1,-83.7,1000.6,20.28,3.86,85.18
85.19,7.72,1.08,6.08,0.076,-1.7,-1.4,-0.3,-413.1,-275.7,-80.1,1000.5,20.28,3.86,85.19
85.2,7.745,0.96,6.37,0.264,1.5,2.2,1.0,-415.5,-254.1,-89.7,1000.5,20.28,3.86,85.2
85.21,7.615,1.115,6.67,0.374,2.1,2.9,1.0,-405.9,-263.7,-87.3,1000.6,20.28,3.86,85.21
85.22,7.415,1.35,6.64,0.235,-0.4,-0.4,0.1,-408.3,-268.5,-80.7,1000.5,20.28,3.86,85.22
85.23,7.42,1.425,6.44,0.118,-1.2,-2.1,-2.1,-405.9,-273.3,-81.9,1000.5,20.28,3.86,85.23
85.24,7.59,1.29,6.305,0.141,0.9,-0.9,-2.6,-398.7,-278.1,-81.9,1000.6,20.28,3.86,85.24
85.25,7.84,1.15,6.35,0.344,0.7,1.0,0.0,-401.1,-280.5,-83.1,1000.6,20.28,3.86,85.25
85.26,7.815,1.045,6.355,0.317,0.4,1.2,2.1,-405.9,-280.5,-78.3,1000.5,20.28,3.86,85.26
85.27,7.49,1.095,6.465,0.145,0.3,1.1,0.9,-410.7,-287.7,-83.1,1000.5,20.28,3.86,85.27
85.28,7.335,1.295,6.56,0.115,-0.1,0.7,-0.3,-393.9,-287.7,-87.9,1000.6,20.28,3.86,85.28
85.29,7.53,1.385,6.515,0.243,-0.8,-0.7,-1.4,-386.7,-270.9,-86.7,1000.5,20.28,3.86,85.29
85.3,7.67,1.33,6.33,0.223,-0.7,-2.4,-2.6,-393.9,-282.9,-74.7,1000.5,20.28,3.85,85.3
85.31,7.785,1.14,6.22,0.22,0.3,-1.1,-0.8,-398.7,-282.9,-85.5,1000.6,20.28,3.85,85.31
85.32,7.655,1.07,6.38,0.212,0.4,2.0,1.6,-405.9,-268.5,-84.3,1000.5,20.28,3.85,85.32
85.33,7.51,1.205,6.595,0.257,0.4,1.5,1.4,-410.7,-285.3,-90.3,1000.4,20.28,3.85,85.33
85.34,7.36,1.35,6.64,0.194,-0.3,-0.2,-1.3,-408.3,-263.7,-82.5,1000.5,20.28,3.85,85.34
85.35,7.485,1.37,6.47,0.178,0.6,-0.5,-2.0,-403.5,-261.3,-81.9,1000.6,20.28,3.85,85.35
85.36,7.82,1.2,6.305,0.307,0.1,-0.1,-0.8,-403.5,-261.3,-80.1,1000.5,20.28,3.85,85.36
85.37,7.885,1.03,6.21,0.28,-1.4,-0.3,0.3,-417.9,-270.9,-84.9,1000.6,20.28,3.85,85.37
85.38,7.69,0.97,6.34,0.204,-0.6,0.0,0.8,-405.9,-282.9,-84.3,1000.5,20.28,3.85,85.38
85.39,7.36,1.225,6.62,0.165,1.0,1.0,-0.1,-408.3,-275.7,-83.1,1000.6,20.28,3.85,85.39
85.4,7.305,1.475,6.695,0.208,1.4,0.4,-1.3,-410.7,-285.3,-83.1,1000.5,20.28,3.85,85.4
85.41,7.515,1.515,6.47,0.222,0.1,-0.9,-1.2,-401.1,-266.1,-86.1,1000.6,20.28,3.85,85.41
85.42,7.77,1.275,6.2,0.212,-1.5,-0.8,-0.3,-393.9,-268.5,-89.1,1000.5,20.28,3.85,85.42
85.43,7.805,0.96,6.23,0.223,-0.6,0.8,0.1,-389.1,-278.1,-87.9,1000.6,20.28,3.85,85.43
85.44,7.715,0.98,6.52,0.338,0.6,1.4,0.5,-410.7,-282.9,-83.7,1000.5,20.28,3.85,85.44
85.45,7.445,1.235,6.605,0.219,0.7,0.3,0.0,-413.1,-280.5,-80.1,1000.6,20.28,3.85,85.45
85.46,7.34,1.49,6.505,0.11,0.6,-0.9,-0.9,-413.1,-280.5,-75.3,1000.6,20.28,3.85,85.46
85.47,7.46,1.475,6.37,0.11,0.9,0.1,-1.7,-401.1,-268.5,-80.7,1000.5,20.28,3.85,85.47
85.48,7.835,1.215,6.3,0.317,-0.1,0.6,-0.3,-410.7,-270.9,-82.5,1000.5,20.28,3.85,85.48
85.49,7.84,0.905,6.295,0.285,-2.3,0.0,0.9,-408.3,-270.9,-87.3,1000.6,20.28,3.85,85.49
85.5,7.635,0.955,6.445,0.227,0.0,-0.3,0.3,-403.5,-268.5,-78.9,1000.5,20.28,3.85,85.5
85.51,7.34,1.305,6.625,0.163,2.3,0.7,-0.6,-403.5,-270.9,-82.5,1000.5,20.28,3.85,85.51
85.52,7.405,1.535,6.59,0.221,0.1,0.5,-0.7,-408.3,-268.5,-79.5,1000.6,20.28,3.85,85.52
85.53,7.625,1.35,6.335,0.195,-2.0,-1.9,-1.2,-410.7,-261.3,-81.3,1000.6,20.28,3.85,85.53
85.54,7.805,1.045,6.13,0.169,-2.4,-2.1,-1.7,-405.9,-273.3,-78.9,1000.6,20.28,3.85,85.54
85.55,7.805,0.915,6.385,0.315,1.2,1.1,-0.6,-417.9,-273.3,-80.7,1000.7,20.28,3.85,85.55
85.56,7.6,1.14,6.745,0.415,1.2,2.4,1.0,-405.9,-275.7,-84.9,1000.6,20.28,3.85,85.56
85.57,7.345,1.4,6.62,0.177,0.8,-0.3,0.6,-401.1,-278.1,-80.7,1000.5,20.28,3.85,85.57
85.58,7.315,1.5,6.31,-0.034,-0.1,-1.1,-0.7,-401.1,-270.9,-85.5,1000.5,20.28,3.85,85.58
85.59,7.565,1.33,6.15,0.03,0.0,0.7,-0.4,-391.5,-280.5,-81.9,1000.6,20.28,3.85,85.59
85.6,7.905,1.06,6.285,0.344,2.1,2.0,-0.4,-401.1,-266.1,-84.3,1000.5,20.28,3.85,85.6
85.61,7.875,0.945,6.51,0.451,-0.5,0.6,0.2,-415.5,-273.3,-83.1,1000.5,20.28,3.85,85.61
85.62,7.5,1.105,6.565,0.218,-1.2,-0.6,0.1,-398.7,-275.7,-77.7,1000.5,20.28,3.85,85.62
85.63,7.35,1.44,6.495,0.104,0.0,-0.6,-0.7,-403.5,-270.9,-79.5,1000.5,20.28,3.85,85.63
85.64,7.49,1.515,6.395,0.155,-0.1,-1.1,-1.0,-413.1,-270.9,-81.3,1000.6,20.28,3.85,85.64
85.65,7.61,1.285,6.31,0.159,-1.4,-1.1,-1.0,-403.5,-273.3,-92.7,1000.7,20.28,3.85,85.65
85.66,7.65,1.09,6.32,0.173,1.2,1.1,-0.9,-413.1,-270.9,-84.3,1000.5,20.28,3.85,85.66
85.67,7.65,1.09,6.32,0.173,1.2,1.1,-0.9,-413.1,-270.9,-84.3,1000.6,20.28,3.85,85.67
85.68,7.745,1.14,6.57,0.41,1.9,2.8,0.0,-403.5,-275.7,-87.9,1000.6,20.28,3.85,85.68
85.69,7.69,1.13,6.61,0.393,0.0,0.0,0.6,-393.9,-270.9,-85.5,1000.5,20.28,3.85,85.69
85.7,7.51,1.195,6.345,0.094,-3.9,-3.1,0.4,-415.5,-275.7,-75.3,1000.5,20.28,3.85,85.7
85.71,7.33,1.22,6.225,-0.116,-1.4,-1.2,-0.4,-398.7,-268.5,-89.7,1000.5,20.28,3.85,85.71
85.72,7.545,1.33,6.505,0.24,2.6,2.1,-1.8,-391.5,-282.9,-82.5,1000.4,20.28,3.85,85.72
85.73,7.725,1.37,6.655,0.478,2.9,1.2,-2.0,-405.9,-263.7,-85.5,1000.5,20.28,3.85,85.73
85.74,7.71,1.18,6.49,0.337,-0.7,-1.4,0.3,-398.7,-278.1,-83.7,1000.5,20.28,3.85,85.74
85.75,7.695,0.95,6.21,0.124,-0.9,-0.7,1.7,-410.7,-273.3,-88.5,1000.5,20.28,3.85,85.75
85.76,7.565,1.05,6.25,0.059,-0.5,2.0,1.1,-410.7,-261.3,-80.1,1000.5,20.28,3.85,85.76
85.77,7.375,1.295,6.53,0.125,1.1,2.6,-0.1,-410.7,-280.5,-80.7,1000.5,20.28,3.85,85.77
85.78,7.47,1.5,6.675,0.319,0.2,-0.5,-2.2,-403.5,-263.7,-87.3,1000.6,20.28,3.85,85.78
85.79,7.685,1.405,6.48,0.34,0.5,-3.0,-3.3,-393.9,-268.5,-84.3,1000.6,20.28,3.85,85.79
85.8,7.825,1.145,6.205,0.242,-0.3,-1.7,0.3,-413.1,-268.5,-83.7,1000.5,20.28,3.86,85.8
85.81,7.71,0.975,6.16,0.107,-2.4,1.4,3.5,-408.3,-275.7,-82.5,1000.5,20.28,3.86,85.81
85.82,7.385,1.085,6.39,0.016,-0.1,2.6,1.2,-396.3,-278.1,-83.1,1000.5,20.28,3.86,85.82
85.83,7.35,1.39,6.675,0.215,2.0,2.1,-2.4,-405.9,-270.9,-86.1,1000.5,20.28,3.86,85.83
85.84,7.64,1.48,6.675,0.443,1.0,-1.2,-3.1,-396.3,-263.7,-76.5,1000.5,20.28,3.86,85.84
85.85,7.83,1.28,6.355,0.355,-1.2,-4.4,-2.1,-401.1,-273.3,-86.1,1000.6,20.28,3.86,85.85
85.86,7.655,1.07,6.105,0.04,-2.1,-2.1,0.8,-415.5,-266.1,-83.7,1000.5,20.28,3.86,85.86
85.87,7.54,1.045,6.295,0.068,1.6,3.5,2.8,-410.7,-270.9,-86.7,1000.5,20.28,3.86,85.87
85.88,7.515,1.235,6.655,0.304,2.1,4.9,0.5,-403.5,-266.1,-76.5,1000.5,20.28,3.86,85.88
85.89,7.495,1.325,6.69,0.323,-1.2,0.0,-1.6,-413.1,-263.7,-83.7,1000.6,20.28,3.86,85.89
85.9,7.575,1.235,6.44,0.209,-1.5,-3.7,-2.6,-398.7,-278.1,-83.7,1000.6,20.28,3.86,85.9
85.91,7.75,1.22,6.29,0.246,1.4,-2.0,-2.6,-417.9,-270.9,-83.1,1000.5,20.28,3.86,85.91
85.92,7.73,1.235,6.31,0.245,1.3,1.1,0.7,-384.3,-273.3,-82.5,1000.5,20.28,3.86,85.92
85.93,7.61,1.14,6.375,0.183,-1.4,1.9,3.4,-405.9,-270.9,-87.9,1000.5,20.28,3.86,85.93
85.94,7.45,1.13,6.415,0.086,-0.6,0.4,0.7,-410.7,-266.1,-81.9,1000.5,20.28,3.86,85.94
85.95,7.435,1.28,6.52,0.161,0.7,1.0,-2.4,-398.7,-273.3,-87.3,1000.5,20.28,3.86,85.95
85.96,7.645,1.355,6.615,0.39,1.4,0.4,-2.0,-398.7,-268.5,-84.9,1000.7,20.28,3.86,85.96
85.97,7.76,1.305,6.43,0.352,-0.7,-2.8,-1.3,-410.7,-273.3,-88.5,1000.5,20.28,3.86,85.97
85.98,7.58,1.165,6.18,0.039,-1.0,-2.3,0.0,-408.3,-280.5,-84.3,1000.5,20.28,3.86,85.98
85.99,7.625,1.13,6.28,0.133,0.7,2.5,1.8,-391.5,-266.1,-80.1,1000.5,20.28,3.86,85.99
86.0,7.575,1.13,6.495,0.232,1.0,3.3,1.3,-389.1,-270.9,-80.1,1000.5,20.28,3.86,86.0
86.01,7.475,1.23,6.575,0.221,-1.4,0.1,-1.0,-405.9,-256.5,-79.5,1000.5,20.27,3.86,86.01
86.02,7.5,1.295,6.48,0.186,0.3,-1.8,-2.6,-396.3,-263.7,-79.5,1000.6,20.27,3.86,86.02
86.03,7.74,1.375,6.445,0.355,1.2,-1.5,-2.5,-415.5,-273.3,-80.1,1000.6,20.27,3.86,86.03
86.04,7.765,1.22,6.32,0.276,-0.7,-0.7,0.6,-393.9,-266.1,-83.1,1000.6,20.27,3.86,86.04
86.05,7.75,0.99,6.25,0.195,-4.2,-0.3,3.2,-393.9,-268.5,-89.1,1000.5,20.27,3.86,86.05
86.06,7.405,1.02,6.34,-0.008,-0.2,0.9,0.6,-417.9,-263.7,-83.1,1000.6,20.27,3.86,86.06
86.07,7.345,1.385,6.66,0.201,4.5,2.5,-3.2,-401.1,-254.1,-84.3,1000.5,20.27,3.86,86.07
86.08,7.505,1.615,6.79,0.439,4.4,1.5,-2.6,-413.1,-280.5,-89.1,1000.5,20.27,3.86,86.08
86.09,7.78,1.425,6.455,0.399,-1.7,-2.3,-0.4,-398.7,-275.7,-89.1,1000.6,20.27,3.86,86.09
86.1,7.765,0.97,6.045,0.078,-5.1,-3.5,1.3,-408.3,-263.7,-86.7,1000.6,20.27,3.86,86.1
86.11,7.66,0.76,6.105,0.015,-2.0,0.2,1.7,-403.5,-278.1,-85.5,1000.5,20.27,3.86,86.11
86.12,7.505,1.015,6.525,0.187,3.8,4.8,0.4,-401.1,-278.1,-84.9,1000.6,20.27,3.86,86.12
86.13,7.45,1.53,6.785,0.382,3.7,3.5,-1.5,-386.7,-275.7,-87.3,1000.6,20.27,3.86,86.13
86.14,7.57,1.6,6.59,0.353,0.9,-2.1,-2.3,-401.1,-282.9,-80.1,1000.5,20.27,3.86,86.14
86.15,7.635,1.36,6.23,0.138,-3.6,-4.9,-2.0,-405.9,-275.7,-84.3,1000.5,20.27,3.86,86.15
86.16,7.75,0.97,6.12,0.113,-1.2,-1.5,0.7,-410.7,-273.3,-84.9,1000.6,20.27,3.86,86.16
86.17,7.615,0.93,6.37,0.161,0.0,3.5,2.9,-391.5,-278.1,-81.3,1000.6,20.27,3.86,86.17
86.18,7.425,1.2,6.645,0.226,2.2,3.6,0.5,-410.7,-287.7,-84.9,1000.5,20.27,3.86,86.18
86.19,7.365,1.495,6.68,0.245,1.4,0.2,-2.9,-405.9,-280.5,-81.9,1000.5,20.27,3.86,86.19
